Mix10000
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	57.204148	9.820213	1	0	1236	90
9	57.598300	10.410380	1	0	1236	90
10	56.206611	8.203029	1	0	1236	90
11	57.591200	9.967900	1	0	1236	90
12	56.105477	9.687257	1	0	1236	90
13	56.408000	10.871420	1	0	1236	90
14	55.426502	8.664492	1	0	1236	90
15	56.952890	8.679320	1	0	1236	90
16	55.981813	9.324591	1	0	1236	90
17	56.491830	8.597680	1	0	1236	90
18	56.346573	10.733074	1	0	1236	90
19	56.365320	8.620530	1	0	1236	90
20	56.141646	10.115308	1	0	1236	90
21	56.133330	8.977860	1	0	1236	90
22	55.921614	9.284517	1	0	1236	90
23	55.467880	8.757390	1	0	1236	90
24	55.482173	9.510200	1	0	1236	90
25	54.935820	9.257940	1	0	1236	90
26	55.054292	9.018358	1	0	1236	90
27	56.347280	8.349970	1	0	1236	90
28	55.534674	9.381380	1	0	1236	90
29	55.617230	8.487550	1	0	1236	90
30	57.051046	10.260767	1	0	1236	90
31	57.625070	10.435480	1	0	1236	90
32	55.595112	8.369119	1	0	1236	90
33	57.591750	9.963380	1	0	1236	90
34	55.329670	9.398934	1	0	1236	90
35	56.412390	10.878980	1	0	1236	90
36	56.612105	9.185728	1	0	1236	90
37	56.957890	8.602450	1	0	1236	90
38	56.534382	9.378788	1	0	1236	90
39	56.490010	8.610060	1	0	1236	90
40	56.101615	9.980490	1	0	1236	90
41	56.361410	8.613880	1	0	1236	90
42	56.126366	10.084237	1	0	1236	90
43	56.132990	8.976180	1	0	1236	90
44	55.764316	9.145674	1	0	1236	90
45	55.464500	8.706870	1	0	1236	90
46	56.567736	10.222221	1	0	1236	90
47	54.935820	9.257940	1	0	1236	90
48	56.139760	8.479834	1	0	1236	90
49	56.343710	8.345330	1	0	1236	90
50	56.202253	8.835946	1	0	1236	90
51	55.616180	8.484240	1	0	1236	90
52	56.173734	9.425476	1	0	1236	90
53	57.590670	10.408510	1	0	1236	90
54	56.094673	8.545788	1	0	1236	90
55	57.591810	9.962230	1	0	1236	90
56	57.079564	9.303190	1	0	1236	90
57	56.408450	10.871580	1	0	1236	90
58	56.770272	9.491240	1	0	1236	90
59	56.957890	8.602450	1	0	1236	90
60	56.113110	9.987810	1	0	1236	90
61	56.491510	8.600610	1	0	1236	90
62	57.057292	9.524907	1	0	1236	90
63	56.361460	8.606170	1	0	1236	90
64	55.612243	8.699662	1	0	1236	90
65	56.133190	8.974640	1	0	1236	90
66	56.213749	8.757488	1	0	1236	90
67	55.467880	8.757390	1	0	1236	90
68	55.941991	9.182436	1	0	1236	90
69	54.934810	9.257540	1	0	1236	90
70	56.582819	9.905612	1	0	1236	90
71	56.348150	8.350700	1	0	1236	90
72	55.329490	9.340032	1	0	1236	90
73	55.616030	8.484400	1	0	1236	90
74	55.374967	9.215521	1	0	1236	90
75	57.625070	10.435480	1	0	1236	90
76	54.906270	8.932927	1	0	1236	90
77	57.591620	9.965000	1	0	1236	90
78	56.688694	8.470838	1	0	1236	90
79	56.409060	10.872000	1	0	1236	90
80	56.394599	8.492173	1	0	1236	90
81	56.956890	8.614700	1	0	1236	90
82	56.216064	9.177741	1	0	1236	90
83	56.491300	8.601540	1	0	1236	90
84	56.472137	9.570397	1	0	1236	90
85	56.361410	8.613880	1	0	1236	90
86	56.288937	9.088300	1	0	1236	90
87	56.133200	8.974870	1	0	1236	90
88	55.311002	9.563081	1	0	1236	90
89	55.468380	8.765760	1	0	1236	90
90	55.550655	9.656681	1	0	1236	90
91	54.934460	9.257490	1	0	1236	90
92	55.943649	9.895062	1	0	1236	90
93	56.343730	8.344940	1	0	1236	90
94	56.116798	9.740464	1	0	1236	90
95	55.616720	8.486390	1	0	1236	90
96	55.373252	9.016649	1	0	1236	90
97	57.693410	10.490460	1	0	1236	90
98	56.064399	9.271027	1	0	1236	90
99	57.591750	9.963380	1	0	1236	90
100	55.129618	8.946650	1	0	1236	90
101	56.412390	10.878980	1	0	1236	90
102	55.339561	9.474733	1	0	1236	90
103	56.955080	8.669790	1	0	1236	90
104	55.692432	8.541462	1	0	1236	90
105	56.490910	8.606490	1	0	1236	90
106	54.951953	9.057052	1	0	1236	90
107	56.361820	8.610500	1	0	1236	90
108	57.116737	10.114037	1	0	1236	90
109	56.132840	8.977710	1	0	1236	90
110	56.187791	9.851790	1	0	1236	90
111	55.464770	8.706800	1	0	1236	90
112	57.706518	10.531969	1	0	1236	90
113	54.933780	9.257250	1	0	1236	90
114	56.572917	10.166524	1	0	1236	90
115	56.343620	8.345210	1	0	1236	90
116	56.518601	8.710376	1	0	1236	90
117	55.617110	8.487290	1	0	1236	90
118	55.107118	9.340619	1	0	1236	90
119	57.715010	10.530930	1	0	1236	90
120	55.243606	9.450341	1	0	1236	90
121	57.591780	9.962220	1	0	1236	90
122	55.898312	9.707495	1	0	1236	90
123	56.412780	10.880070	1	0	1236	90
124	55.163094	9.414628	1	0	1236	90
125	56.952890	8.679320	1	0	1236	90
126	57.388808	10.486048	1	0	1236	90
127	56.491300	8.601540	1	0	1236	90
128	56.874349	8.389294	1	0	1236	90
129	56.364680	8.620360	1	0	1236	90
130	56.264690	9.965069	1	0	1236	90
131	56.132850	8.977560	1	0	1236	90
132	57.167344	10.407599	1	0	1236	90
133	55.466160	8.730690	1	0	1236	90
134	56.127392	9.313017	1	0	1236	90
135	54.933780	9.257250	1	0	1236	90
136	56.303344	8.534295	1	0	1236	90
137	56.347830	8.350470	1	0	1236	90
138	56.800082	9.792315	1	0	1236	90
139	55.617230	8.487550	1	0	1236	90
140	56.219504	8.477950	1	0	1236	90
141	57.566310	10.408940	1	0	1236	90
142	55.343221	9.413698	1	0	1236	90
143	57.591620	9.965000	1	0	1236	90
144	56.194141	9.066680	1	0	1236	90
145	56.408450	10.871580	1	0	1236	90
146	56.374048	8.393741	1	0	1236	90
147	56.958270	8.624060	1	0	1236	90
148	56.906076	9.326120	1	0	1236	90
149	56.490620	8.608070	1	0	1236	90
150	56.353785	9.119919	1	0	1236	90
151	56.361680	8.616310	1	0	1236	90
152	56.288955	9.700216	1	0	1236	90
153	56.133330	8.977860	1	0	1236	90
154	56.793234	8.711797	1	0	1236	90
155	55.467380	8.749610	1	0	1236	90
156	55.968493	8.493073	1	0	1236	90
157	54.935820	9.257940	1	0	1236	90
158	55.530603	9.449829	1	0	1236	90
159	56.345320	8.347660	1	0	1236	90
160	55.516138	8.936766	1	0	1236	90
161	55.617230	8.487550	1	0	1236	90
162	55.619575	9.101838	1	0	1236	90
163	57.590670	10.408510	1	0	1236	90
164	56.869393	8.815744	1	0	1236	90
165	57.591810	9.962230	1	0	1236	90
166	56.611377	9.649128	1	0	1236	90
167	56.412390	10.878980	1	0	1236	90
168	55.281161	8.961205	1	0	1236	90
169	56.952020	8.588200	1	0	1236	90
170	56.980361	9.378448	1	0	1236	90
171	56.491300	8.601540	1	0	1236	90
172	56.438127	10.431866	1	0	1236	90
173	56.364680	8.620360	1	0	1236	90
174	56.325741	9.238165	1	0	1236	90
175	56.133570	8.971100	1	0	1236	90
176	57.144156	10.020988	1	0	1236	90
177	55.467880	8.757390	1	0	1236	90
178	55.722464	9.708491	1	0	1236	90
179	54.934270	9.257460	1	0	1236	90
180	57.081779	8.669404	1	0	1236	90
181	56.343620	8.345210	1	0	1236	90
182	56.570044	9.532804	1	0	1236	90
183	55.618030	8.488460	1	0	1236	90
184	56.660350	9.682865	1	0	1236	90
185	57.724480	10.559290	1	0	1236	90
186	56.424964	10.620061	1	0	1236	90
187	57.591780	9.962220	1	0	1236	90
188	55.561597	9.122303	1	0	1236	90
189	56.412390	10.878980	1	0	1236	90
190	56.426589	9.315417	1	0	1236	90
191	56.952890	8.679320	1	0	1236	90
192	56.761563	8.865077	1	0	1236	90
193	56.491300	8.601540	1	0	1236	90
194	56.527773	9.806516	1	0	1236	90
195	56.363880	8.619940	1	0	1236	90
196	56.527119	8.488236	1	0	1236	90
197	56.133200	8.974870	1	0	1236	90
198	56.650337	9.624559	1	0	1236	90
199	55.464930	8.712740	1	0	1236	90
200	55.938591	8.770613	1	0	1236	90
201	54.935820	9.257940	1	0	1236	90
202	56.963583	9.351121	1	0	1236	90
203	56.345320	8.347660	1	0	1236	90
204	55.979056	9.100709	1	0	1236	90
205	55.618220	8.488570	1	0	1236	90
206	54.969127	9.461425	1	0	1236	90
207	57.715010	10.530930	1	0	1236	90
208	56.967858	8.581446	1	0	1236	90
209	57.591200	9.967900	1	0	1236	90
210	56.986864	9.040534	1	0	1236	90
211	56.412390	10.878980	1	0	1236	90
212	57.128802	10.056098	1	0	1236	90
213	56.952020	8.588200	1	0	1236	90
214	54.980198	8.923558	1	0	1236	90
215	56.490010	8.610060	1	0	1236	90
216	56.529858	9.419519	1	0	1236	90
217	56.361680	8.616310	1	0	1236	90
218	55.379197	9.011547	1	0	1236	90
219	56.132850	8.977560	1	0	1236	90
220	56.677947	10.300768	1	0	1236	90
221	55.468380	8.765760	1	0	1236	90
222	56.605576	9.253965	1	0	1236	90
223	54.935040	9.257610	1	0	1236	90
224	56.928472	10.117453	1	0	1236	90
225	56.346240	8.348850	1	0	1236	90
226	57.287671	10.321910	1	0	1236	90
227	55.617230	8.487550	1	0	1236	90
228	57.077868	8.707298	1	0	1236	90
229	57.723910	10.592090	1	0	1236	90
230	54.968613	9.464193	1	0	1236	90
231	57.591800	9.962520	1	0	1236	90
232	57.037640	9.010767	1	0	1236	90
233	56.412390	10.878980	1	0	1236	90
234	56.461177	9.909004	1	0	1236	90
235	56.955080	8.669790	1	0	1236	90
236	56.411203	10.639725	1	0	1236	90
237	56.490910	8.606490	1	0	1236	90
238	55.324188	9.163458	1	0	1236	90
239	56.365310	8.620900	1	0	1236	90
240	55.016239	9.530715	1	0	1236	90
241	56.133200	8.974870	1	0	1236	90
242	56.176773	9.137791	1	0	1236	90
243	55.464930	8.712740	1	0	1236	90
244	55.976100	8.729623	1	0	1236	90
245	54.935820	9.257940	1	0	1236	90
246	57.138012	9.667582	1	0	1236	90
247	56.343620	8.345210	1	0	1236	90
248	56.761225	9.588850	1	0	1236	90
249	55.616280	8.485140	1	0	1236	90
250	56.058545	8.453324	1	0	1236	90
251	57.723910	10.592090	1	0	1236	90
252	56.723516	8.703352	1	0	1236	90
253	57.591200	9.967900	1	0	1236	90
254	57.186346	9.904962	1	0	1236	90
255	56.408000	10.871420	1	0	1236	90
256	56.656243	10.227586	1	0	1236	90
257	56.960460	8.636720	1	0	1236	90
258	56.567673	9.196535	1	0	1236	90
259	56.491830	8.597680	1	0	1236	90
260	56.528015	9.503779	1	0	1236	90
261	56.365320	8.620530	1	0	1236	90
262	56.559961	9.212845	1	0	1236	90
263	56.133190	8.974640	1	0	1236	90
264	57.378336	10.368911	1	0	1236	90
265	55.467380	8.749610	1	0	1236	90
266	56.445897	8.827075	1	0	1236	90
267	54.935040	9.257610	1	0	1236	90
268	56.252843	9.622987	1	0	1236	90
269	56.346240	8.348850	1	0	1236	90
270	57.059319	10.156806	1	0	1236	90
271	55.616280	8.485140	1	0	1236	90
272	56.186736	9.987438	1	0	1236	90
273	57.598300	10.410380	1	0	1236	90
274	55.999691	9.054836	1	0	1236	90
275	57.591780	9.962220	1	0	1236	90
276	55.962246	9.590323	1	0	1236	90
277	56.412700	10.880130	1	0	1236	90
278	56.167902	9.307126	1	0	1236	90
279	56.952890	8.679320	1	0	1236	90
280	56.345511	9.126486	1	0	1236	90
281	56.491830	8.597680	1	0	1236	90
282	56.548370	9.516620	1	0	1236	90
283	56.364680	8.620360	1	0	1236	90
284	57.381292	10.221091	1	0	1236	90
285	56.133330	8.977860	1	0	1236	90
286	56.205349	9.271902	1	0	1236	90
287	55.464770	8.706800	1	0	1236	90
288	56.478542	9.761595	1	0	1236	90
289	54.933320	9.257100	1	0	1236	90
290	56.188326	9.515588	1	0	1236	90
291	56.348150	8.350700	1	0	1236	90
292	56.711293	9.363550	1	0	1236	90
293	55.618220	8.488570	1	0	1236	90
294	56.327726	8.326340	1	0	1236	90
295	57.724480	10.559290	1	0	1236	90
296	55.833293	9.089729	1	0	1236	90
297	57.590930	9.968850	1	0	1236	90
298	56.283906	9.611475	1	0	1236	90
299	56.409710	10.872760	1	0	1236	90
300	57.134242	10.116267	1	0	1236	90
301	56.952020	8.588200	1	0	1236	90
302	55.451671	8.872416	1	0	1236	90
303	56.490010	8.610060	1	0	1236	90
304	56.702519	9.894492	1	0	1236	90
305	56.361680	8.616310	1	0	1236	90
306	56.660216	10.227129	1	0	1236	90
307	56.133640	8.969280	1	0	1236	90
308	55.174490	8.800021	1	0	1236	90
309	55.467880	8.757390	1	0	1236	90
310	57.118036	9.746150	1	0	1236	90
311	54.933780	9.257250	1	0	1236	90
312	57.464551	10.338669	1	0	1236	90
313	56.347830	8.350470	1	0	1236	90
314	55.639984	9.711887	1	0	1236	90
315	55.617810	8.488310	1	0	1236	90
316	55.542412	9.108037	1	0	1236	90
317	57.625070	10.435480	1	0	1236	90
318	57.065890	10.107036	1	0	1236	90
319	57.591470	9.966300	1	0	1236	90
320	56.243133	8.205034	1	0	1236	90
321	56.410470	10.874340	1	0	1236	90
322	56.272053	10.643459	1	0	1236	90
323	56.955080	8.669790	1	0	1236	90
324	55.456467	8.808669	1	0	1236	90
325	56.491500	8.601930	1	0	1236	90
326	55.494821	8.955594	1	0	1236	90
327	56.361680	8.616310	1	0	1236	90
328	56.232919	8.518154	1	0	1236	90
329	56.133570	8.971100	1	0	1236	90
330	55.975129	9.554615	1	0	1236	90
331	55.467380	8.749610	1	0	1236	90
332	57.218145	10.463379	1	0	1236	90
333	54.935040	9.257610	1	0	1236	90
334	56.049480	9.078810	1	0	1236	90
335	56.344220	8.346060	1	0	1236	90
336	57.293754	10.265902	1	0	1236	90
337	55.617440	8.487860	1	0	1236	90
338	57.233902	10.206687	1	0	1236	90
339	57.590670	10.408510	1	0	1236	90
340	56.520986	10.022438	1	0	1236	90
341	57.591200	9.967900	1	0	1236	90
342	55.001977	9.355007	1	0	1236	90
343	56.408450	10.871580	1	0	1236	90
344	56.521907	8.949539	1	0	1236	90
345	56.956890	8.614700	1	0	1236	90
346	55.738398	9.546480	1	0	1236	90
347	56.490620	8.608070	1	0	1236	90
348	56.356346	9.233171	1	0	1236	90
349	56.362750	8.618770	1	0	1236	90
350	57.480110	10.063506	1	0	1236	90
351	56.133640	8.969280	1	0	1236	90
352	55.706772	8.623716	1	0	1236	90
353	55.468380	8.765760	1	0	1236	90
354	56.027993	8.540796	1	0	1236	90
355	54.936290	9.258140	1	0	1236	90
