Mix15000
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	56.393398	9.258182	1	0	1236	90
9	57.598300	10.410380	1	0	1236	90
10	56.369560	10.804963	1	0	1236	90
11	57.591620	9.965000	1	0	1236	90
12	55.047194	9.445756	1	0	1236	90
13	56.412390	10.878980	1	0	1236	90
14	56.443989	10.542366	1	0	1236	90
15	56.952890	8.679320	1	0	1236	90
16	57.541298	10.167972	1	0	1236	90
17	56.488030	8.612240	1	0	1236	90
18	55.573678	9.041642	1	0	1236	90
19	56.362750	8.618770	1	0	1236	90
20	55.333474	9.512046	1	0	1236	90
21	56.133190	8.974640	1	0	1236	90
22	56.342607	9.441076	1	0	1236	90
23	55.467880	8.757390	1	0	1236	90
24	56.459312	10.699133	1	0	1236	90
25	54.933320	9.257100	1	0	1236	90
26	56.604502	8.647464	1	0	1236	90
27	56.345320	8.347660	1	0	1236	90
28	56.136494	8.625065	1	0	1236	90
29	55.616180	8.484240	1	0	1236	90
30	55.835547	9.452705	1	0	1236	90
31	57.693410	10.490460	1	0	1236	90
32	56.332442	8.742043	1	0	1236	90
33	57.591810	9.962230	1	0	1236	90
34	56.964433	9.092195	1	0	1236	90
35	56.410470	10.874340	1	0	1236	90
36	56.053608	9.872515	1	0	1236	90
37	56.960460	8.636720	1	0	1236	90
38	55.472081	9.399887	1	0	1236	90
39	56.491300	8.601540	1	0	1236	90
40	55.376458	9.047179	1	0	1236	90
41	56.361410	8.613880	1	0	1236	90
42	56.682656	9.262656	1	0	1236	90
43	56.132990	8.976180	1	0	1236	90
44	55.899635	8.464621	1	0	1236	90
45	55.464500	8.706870	1	0	1236	90
46	55.089925	9.061527	1	0	1236	90
47	54.933320	9.257100	1	0	1236	90
48	56.121075	8.765310	1	0	1236	90
49	56.343710	8.345330	1	0	1236	90
50	56.003643	8.581228	1	0	1236	90
51	55.616280	8.485140	1	0	1236	90
52	57.283483	10.393722	1	0	1236	90
53	57.662010	10.465160	1	0	1236	90
54	56.631418	8.906110	1	0	1236	90
55	57.591370	9.967060	1	0	1236	90
56	55.618882	8.323985	1	0	1236	90
57	56.408450	10.871580	1	0	1236	90
58	56.423537	10.809451	1	0	1236	90
59	56.958270	8.624060	1	0	1236	90
60	57.028314	9.078374	1	0	1236	90
61	56.491300	8.601540	1	0	1236	90
62	57.027572	10.318041	1	0	1236	90
63	56.363880	8.619940	1	0	1236	90
64	56.172973	8.616858	1	0	1236	90
65	56.132840	8.977710	1	0	1236	90
66	56.988595	9.435344	1	0	1236	90
67	55.468380	8.765760	1	0	1236	90
68	57.235370	9.740432	1	0	1236	90
69	54.934270	9.257460	1	0	1236	90
70	56.801464	9.612627	1	0	1236	90
71	56.348150	8.350700	1	0	1236	90
72	55.911613	9.253019	1	0	1236	90
73	55.616280	8.485140	1	0	1236	90
74	56.288490	9.882453	1	0	1236	90
75	57.625070	10.435480	1	0	1236	90
76	57.046566	9.403909	1	0	1236	90
77	57.591780	9.962220	1	0	1236	90
78	57.214492	10.420975	1	0	1236	90
79	56.412390	10.878980	1	0	1236	90
80	54.987084	9.589665	1	0	1236	90
81	56.952890	8.679320	1	0	1236	90
82	55.806835	8.777284	1	0	1236	90
83	56.489280	8.611280	1	0	1236	90
84	56.566867	9.677300	1	0	1236	90
85	56.361410	8.613880	1	0	1236	90
86	55.702142	8.793760	1	0	1236	90
87	56.132990	8.976180	1	0	1236	90
88	56.743622	10.101730	1	0	1236	90
89	55.464500	8.706870	1	0	1236	90
90	57.032500	10.192214	1	0	1236	90
91	54.933780	9.257250	1	0	1236	90
92	55.407143	8.934838	1	0	1236	90
93	56.347280	8.349970	1	0	1236	90
94	56.466890	10.008442	1	0	1236	90
95	55.618030	8.488460	1	0	1236	90
96	54.925659	9.483616	1	0	1236	90
97	57.625070	10.435480	1	0	1236	90
98	57.032537	8.775928	1	0	1236	90
99	57.590570	9.969820	1	0	1236	90
100	56.745616	8.693242	1	0	1236	90
101	56.408450	10.871580	1	0	1236	90
102	56.235230	10.114295	1	0	1236	90
103	56.960460	8.636720	1	0	1236	90
104	56.349935	10.064151	1	0	1236	90
105	56.491500	8.601930	1	0	1236	90
106	57.142369	9.503571	1	0	1236	90
107	56.365320	8.620530	1	0	1236	90
108	57.120156	9.423074	1	0	1236	90
109	56.133640	8.969280	1	0	1236	90
110	57.448632	9.941201	1	0	1236	90
111	55.468380	8.765760	1	0	1236	90
112	55.637469	8.607629	1	0	1236	90
113	54.935040	9.257610	1	0	1236	90
114	55.900131	8.825618	1	0	1236	90
115	56.345690	8.348210	1	0	1236	90
116	55.830596	9.475948	1	0	1236	90
117	55.616720	8.486390	1	0	1236	90
118	57.433331	9.914463	1	0	1236	90
119	57.723910	10.592090	1	0	1236	90
120	56.297427	9.261773	1	0	1236	90
121	57.591810	9.962230	1	0	1236	90
122	57.423666	10.123406	1	0	1236	90
123	56.412390	10.878980	1	0	1236	90
124	56.353013	9.531396	1	0	1236	90
125	56.955480	8.593470	1	0	1236	90
126	57.319794	9.995111	1	0	1236	90
127	56.486790	8.612230	1	0	1236	90
128	55.459885	9.201550	1	0	1236	90
129	56.361680	8.616310	1	0	1236	90
130	55.100726	9.094714	1	0	1236	90
131	56.133640	8.969280	1	0	1236	90
132	56.332465	8.368295	1	0	1236	90
133	55.467880	8.757390	1	0	1236	90
134	57.327023	10.020294	1	0	1236	90
135	54.936290	9.258140	1	0	1236	90
136	55.930636	9.227242	1	0	1236	90
137	56.347280	8.349970	1	0	1236	90
138	57.016750	9.812979	1	0	1236	90
139	55.616720	8.486390	1	0	1236	90
140	56.534328	9.502101	1	0	1236	90
141	57.566310	10.408940	1	0	1236	90
142	56.527767	9.075696	1	0	1236	90
143	57.591200	9.967900	1	0	1236	90
144	55.899516	9.925269	1	0	1236	90
145	56.409710	10.872760	1	0	1236	90
146	57.465356	10.512262	1	0	1236	90
147	56.958790	8.646950	1	0	1236	90
148	56.232764	9.975749	1	0	1236	90
149	56.491830	8.597680	1	0	1236	90
150	54.992427	9.495215	1	0	1236	90
151	56.364680	8.620360	1	0	1236	90
152	56.671090	10.139785	1	0	1236	90
153	56.133200	8.974870	1	0	1236	90
154	57.476079	10.393108	1	0	1236	90
155	55.466160	8.730690	1	0	1236	90
156	56.725646	10.227054	1	0	1236	90
157	54.933320	9.257100	1	0	1236	90
158	56.921362	10.184623	1	0	1236	90
159	56.347830	8.350470	1	0	1236	90
160	56.887578	9.309180	1	0	1236	90
161	55.617440	8.487860	1	0	1236	90
162	57.056664	9.803792	1	0	1236	90
163	57.625070	10.435480	1	0	1236	90
164	55.831780	9.568340	1	0	1236	90
165	57.591800	9.962520	1	0	1236	90
166	56.579780	8.993320	1	0	1236	90
167	56.411800	10.877340	1	0	1236	90
168	56.196282	10.162007	1	0	1236	90
169	56.958790	8.646950	1	0	1236	90
170	56.809997	8.788707	1	0	1236	90
171	56.491510	8.600610	1	0	1236	90
172	56.141180	9.696325	1	0	1236	90
173	56.364680	8.620360	1	0	1236	90
174	56.546576	8.593029	1	0	1236	90
175	56.132850	8.977560	1	0	1236	90
176	55.747025	8.888992	1	0	1236	90
177	55.466160	8.730690	1	0	1236	90
178	56.283648	10.662074	1	0	1236	90
179	54.934810	9.257540	1	0	1236	90
180	56.977293	9.098251	1	0	1236	90
181	56.347830	8.350470	1	0	1236	90
182	57.719071	10.530902	1	0	1236	90
183	55.617440	8.487860	1	0	1236	90
184	56.473781	9.683913	1	0	1236	90
185	57.598300	10.410380	1	0	1236	90
186	57.258712	10.107676	1	0	1236	90
187	57.591780	9.962220	1	0	1236	90
188	56.457788	9.310067	1	0	1236	90
189	56.412570	10.879580	1	0	1236	90
190	56.972022	9.524538	1	0	1236	90
191	56.952020	8.588200	1	0	1236	90
192	55.731530	8.221767	1	0	1236	90
193	56.491510	8.600610	1	0	1236	90
194	56.700302	9.152080	1	0	1236	90
195	56.363880	8.619940	1	0	1236	90
196	55.108415	8.859003	1	0	1236	90
197	56.133190	8.974640	1	0	1236	90
198	56.795401	9.943189	1	0	1236	90
199	55.467880	8.757390	1	0	1236	90
200	57.053938	9.352864	1	0	1236	90
201	54.936320	9.257880	1	0	1236	90
202	56.256278	9.674161	1	0	1236	90
203	56.347830	8.350470	1	0	1236	90
204	56.578409	9.219001	1	0	1236	90
205	55.617440	8.487860	1	0	1236	90
206	57.154860	10.402431	1	0	1236	90
207	57.598300	10.410380	1	0	1236	90
208	55.438276	9.392437	1	0	1236	90
209	57.591470	9.966300	1	0	1236	90
210	55.913353	10.213333	1	0	1236	90
211	56.408000	10.871420	1	0	1236	90
212	55.679381	8.934599	1	0	1236	90
213	56.952020	8.588200	1	0	1236	90
214	57.279439	9.697022	1	0	1236	90
215	56.491510	8.600610	1	0	1236	90
216	56.907520	9.515829	1	0	1236	90
217	56.361820	8.610500	1	0	1236	90
218	56.641751	9.754575	1	0	1236	90
219	56.133330	8.977860	1	0	1236	90
220	57.407947	10.042024	1	0	1236	90
221	55.465210	8.716640	1	0	1236	90
222	57.324307	9.807187	1	0	1236	90
223	54.934810	9.257540	1	0	1236	90
224	56.615389	9.072386	1	0	1236	90
225	56.346240	8.348850	1	0	1236	90
226	55.877369	9.282416	1	0	1236	90
227	55.616280	8.485140	1	0	1236	90
228	55.472713	8.866187	1	0	1236	90
229	57.625070	10.435480	1	0	1236	90
230	55.941158	8.684245	1	0	1236	90
231	57.591620	9.965000	1	0	1236	90
232	55.998175	9.865546	1	0	1236	90
233	56.410470	10.874340	1	0	1236	90
234	57.300197	10.455735	1	0	1236	90
235	56.955080	8.669790	1	0	1236	90
236	56.172196	9.456994	1	0	1236	90
237	56.488030	8.612240	1	0	1236	90
238	56.490502	10.176093	1	0	1236	90
239	56.361460	8.606170	1	0	1236	90
240	56.696799	9.470709	1	0	1236	90
241	56.133330	8.977860	1	0	1236	90
242	56.215136	9.199590	1	0	1236	90
243	55.465210	8.716640	1	0	1236	90
244	55.294675	8.720529	1	0	1236	90
245	54.934270	9.257460	1	0	1236	90
246	57.047579	8.974185	1	0	1236	90
247	56.345320	8.347660	1	0	1236	90
248	55.494402	9.191508	1	0	1236	90
249	55.616180	8.484240	1	0	1236	90
250	56.202315	8.304048	1	0	1236	90
251	57.598300	10.410380	1	0	1236	90
252	57.032537	8.775928	1	0	1236	90
253	57.590930	9.968850	1	0	1236	90
254	56.327247	8.603002	1	0	1236	90
255	56.408450	10.871580	1	0	1236	90
256	55.183384	8.926025	1	0	1236	90
257	56.958790	8.646950	1	0	1236	90
258	56.023392	10.109444	1	0	1236	90
259	56.490010	8.610060	1	0	1236	90
260	57.399111	10.232643	1	0	1236	90
261	56.361410	8.613880	1	0	1236	90
262	57.215893	10.324457	1	0	1236	90
263	56.133640	8.969280	1	0	1236	90
264	55.835897	9.868273	1	0	1236	90
265	55.464500	8.706870	1	0	1236	90
266	57.190243	9.575488	1	0	1236	90
267	54.936320	9.257880	1	0	1236	90
268	56.451043	10.020745	1	0	1236	90
269	56.343710	8.345330	1	0	1236	90
270	55.519436	8.668471	1	0	1236	90
271	55.616030	8.484400	1	0	1236	90
272	57.556915	10.066847	1	0	1236	90
273	57.566310	10.408940	1	0	1236	90
274	56.281164	8.890776	1	0	1236	90
275	57.591750	9.963380	1	0	1236	90
276	56.446208	9.876550	1	0	1236	90
277	56.412700	10.880130	1	0	1236	90
278	55.166579	9.236157	1	0	1236	90
279	56.952890	8.679320	1	0	1236	90
280	57.488517	10.046544	1	0	1236	90
281	56.490910	8.606490	1	0	1236	90
282	56.490690	10.543154	1	0	1236	90
283	56.361460	8.606170	1	0	1236	90
284	55.933334	9.528940	1	0	1236	90
285	56.133330	8.977860	1	0	1236	90
286	55.478970	9.021753	1	0	1236	90
287	55.468190	8.762000	1	0	1236	90
288	55.865871	9.894658	1	0	1236	90
289	54.935040	9.257610	1	0	1236	90
290	55.537433	9.456455	1	0	1236	90
291	56.347280	8.349970	1	0	1236	90
292	57.110411	9.212010	1	0	1236	90
293	55.617440	8.487860	1	0	1236	90
294	56.610250	9.519474	1	0	1236	90
295	57.722720	10.542720	1	0	1236	90
296	55.915636	9.446220	1	0	1236	90
297	57.590930	9.968850	1	0	1236	90
298	55.706798	8.786424	1	0	1236	90
299	56.411800	10.877340	1	0	1236	90
300	56.046869	9.170849	1	0	1236	90
301	56.960460	8.636720	1	0	1236	90
302	57.468568	10.218898	1	0	1236	90
303	56.491500	8.601930	1	0	1236	90
304	57.448253	10.363638	1	0	1236	90
305	56.364680	8.620360	1	0	1236	90
306	56.191758	9.221929	1	0	1236	90
307	56.133190	8.974640	1	0	1236	90
308	55.179218	9.125900	1	0	1236	90
309	55.468380	8.765760	1	0	1236	90
310	54.955717	9.008684	1	0	1236	90
311	54.934810	9.257540	1	0	1236	90
312	57.517375	10.451005	1	0	1236	90
313	56.348150	8.350700	1	0	1236	90
314	56.050535	9.837401	1	0	1236	90
315	55.616720	8.486390	1	0	1236	90
316	57.044720	9.015727	1	0	1236	90
317	57.590670	10.408510	1	0	1236	90
318	56.568488	9.560034	1	0	1236	90
319	57.590930	9.968850	1	0	1236	90
320	56.204966	9.271447	1	0	1236	90
321	56.410470	10.874340	1	0	1236	90
322	55.765051	9.238851	1	0	1236	90
323	56.958790	8.646950	1	0	1236	90
324	57.247738	9.826348	1	0	1236	90
325	56.491500	8.601930	1	0	1236	90
326	56.290482	9.003542	1	0	1236	90
327	56.361810	8.607960	1	0	1236	90
328	56.045532	9.855275	1	0	1236	90
329	56.133630	8.968230	1	0	1236	90
330	56.603601	9.100559	1	0	1236	90
331	55.468380	8.765760	1	0	1236	90
332	56.002561	9.789318	1	0	1236	90
333	54.935040	9.257610	1	0	1236	90
334	56.765850	9.921763	1	0	1236	90
335	56.347830	8.350470	1	0	1236	90
336	56.433663	9.867764	1	0	1236	90
337	55.616280	8.485140	1	0	1236	90
338	56.808569	8.887524	1	0	1236	90
339	57.566310	10.408940	1	0	1236	90
340	56.352793	10.621210	1	0	1236	90
341	57.591750	9.963380	1	0	1236	90
342	55.281940	9.431793	1	0	1236	90
343	56.412390	10.878980	1	0	1236	90
344	56.891124	9.335911	1	0	1236	90
345	56.955080	8.669790	1	0	1236	90
346	56.349247	10.199964	1	0	1236	90
347	56.489280	8.611280	1	0	1236	90
348	56.794102	9.665638	1	0	1236	90
349	56.361820	8.610500	1	0	1236	90
350	57.085327	8.588241	1	0	1236	90
351	56.133200	8.974870	1	0	1236	90
352	56.811461	9.578699	1	0	1236	90
353	55.467380	8.749610	1	0	1236	90
354	54.955717	9.008684	1	0	1236	90
355	54.933780	9.257250	1	0	1236	90
