817	56.501638	10.119108	1	0	1236	90
818	56.080543	8.342830	1	0	1236	90
819	56.929371	9.254130	1	0	1236	90
820	55.925407	9.419894	1	0	1236	90
821	57.419319	9.903897	1	0	1236	90
822	55.852149	8.537292	1	0	1236	90
823	55.227183	9.097992	1	0	1236	90
824	56.682942	10.069994	1	0	1236	90
825	55.744096	9.306185	1	0	1236	90
826	55.873442	8.960170	1	0	1236	90
827	55.355565	9.438762	1	0	1236	90
828	56.044891	9.729404	1	0	1236	90
829	55.966902	8.669502	1	0	1236	90
830	56.647106	10.209436	1	0	1236	90
831	55.697515	8.778541	1	0	1236	90
832	57.006594	10.087361	1	0	1236	90
833	56.875230	9.268343	1	0	1236	90
834	56.606034	9.595807	1	0	1236	90
835	56.855542	10.086459	1	0	1236	90
836	56.724698	9.041779	1	0	1236	90
837	57.101707	9.391178	1	0	1236	90
838	55.271327	9.483918	1	0	1236	90
839	56.274289	10.641359	1	0	1236	90
840	56.039310	8.763297	1	0	1236	90
841	57.223178	9.814015	1	0	1236	90
842	55.882896	8.549544	1	0	1236	90
843	57.624355	10.371582	1	0	1236	90
844	56.145742	10.182580	1	0	1236	90
845	56.464648	9.530180	1	0	1236	90
846	55.931675	8.420451	1	0	1236	90
847	57.081005	9.149080	1	0	1236	90
848	56.081086	9.917565	1	0	1236	90
849	57.273971	10.100478	1	0	1236	90
850	55.175486	9.239950	1	0	1236	90
851	56.573589	8.721434	1	0	1236	90
852	56.385567	9.525241	1	0	1236	90
853	56.402934	9.495692	1	0	1236	90
854	55.383258	8.781959	1	0	1236	90
855	56.214876	8.881002	1	0	1236	90
856	55.964334	10.191378	1	0	1236	90
857	55.966175	10.136470	1	0	1236	90
858	56.151594	8.603815	1	0	1236	90
859	56.293374	9.955110	1	0	1236	90
860	55.217467	9.350558	1	0	1236	90
861	55.025497	9.099867	1	0	1236	90
862	55.327307	9.311960	1	0	1236	90
863	56.590185	9.066215	1	0	1236	90
864	54.938923	9.176643	1	0	1236	90
865	57.065610	8.656095	1	0	1236	90
866	55.240253	9.173004	1	0	1236	90
867	55.298753	9.564985	1	0	1236	90
868	55.737261	8.871661	1	0	1236	90
869	56.582354	9.729230	1	0	1236	90
870	54.923130	9.294198	1	0	1236	90
871	56.089246	9.610122	1	0	1236	90
872	56.711004	9.414859	1	0	1236	90
873	56.006747	9.111916	1	0	1236	90
874	56.543536	9.023438	1	0	1236	90
875	56.778992	9.945690	1	0	1236	90
876	56.598542	10.154356	1	0	1236	90
877	56.241364	9.227263	1	0	1236	90
878	55.711603	8.943169	1	0	1236	90
879	57.056198	9.060371	1	0	1236	90
880	56.083062	8.835660	1	0	1236	90
881	55.960263	8.469960	1	0	1236	90
882	57.070030	8.608510	1	0	1236	90
883	56.990628	9.859131	1	0	1236	90
884	55.537742	9.164810	1	0	1236	90
885	57.137301	9.310911	1	0	1236	90
886	55.245483	9.557786	1	0	1236	90
887	55.618191	9.594680	1	0	1236	90
888	57.530852	10.078551	1	0	1236	90
889	56.432841	9.928350	1	0	1236	90
890	57.201264	9.594973	1	0	1236	90
