Random15000
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	56.679535	9.962120	1	0	1236	90
9	55.540746	9.347920	1	0	1236	90
10	55.075894	9.145134	1	0	1236	90
11	57.104337	9.941629	1	0	1236	90
12	56.088354	8.710334	1	0	1236	90
13	56.339617	9.624233	1	0	1236	90
14	55.966467	9.597777	1	0	1236	90
15	56.354354	9.340227	1	0	1236	90
16	56.276858	10.772969	1	0	1236	90
17	57.032829	8.577975	1	0	1236	90
18	56.521070	9.327873	1	0	1236	90
19	56.349998	10.017518	1	0	1236	90
20	57.619270	10.388605	1	0	1236	90
21	56.051265	10.000579	1	0	1236	90
22	56.617001	9.032397	1	0	1236	90
23	56.192447	9.879444	1	0	1236	90
24	56.568376	9.828850	1	0	1236	90
25	56.464074	10.276677	1	0	1236	90
26	57.058958	9.026476	1	0	1236	90
27	56.043633	8.938061	1	0	1236	90
28	55.617367	9.714580	1	0	1236	90
29	55.635394	9.288169	1	0	1236	90
30	56.247452	10.258912	1	0	1236	90
31	56.085377	9.512772	1	0	1236	90
32	57.366166	10.329166	1	0	1236	90
33	55.799491	8.394285	1	0	1236	90
34	56.645440	9.573664	1	0	1236	90
35	55.095142	8.703442	1	0	1236	90
36	55.910867	9.940663	1	0	1236	90
37	56.464000	10.109629	1	0	1236	90
38	57.079632	9.102825	1	0	1236	90
39	56.166485	10.069280	1	0	1236	90
40	56.350574	10.433047	1	0	1236	90
41	56.660228	9.167441	1	0	1236	90
42	56.229443	9.153333	1	0	1236	90
43	56.336836	10.540288	1	0	1236	90
44	55.213466	9.155400	1	0	1236	90
45	55.804951	9.186966	1	0	1236	90
46	55.244816	9.620105	1	0	1236	90
47	57.014788	9.365832	1	0	1236	90
48	56.519455	8.639492	1	0	1236	90
49	57.245094	9.635771	1	0	1236	90
50	56.080257	9.362202	1	0	1236	90
51	56.743808	8.700753	1	0	1236	90
52	57.037382	9.359886	1	0	1236	90
53	56.670517	8.830812	1	0	1236	90
54	57.568284	10.106281	1	0	1236	90
55	55.126343	9.339051	1	0	1236	90
56	55.741884	8.753652	1	0	1236	90
57	56.260196	9.807344	1	0	1236	90
58	56.070308	9.918653	1	0	1236	90
59	57.108446	9.161980	1	0	1236	90
60	56.240947	10.081673	1	0	1236	90
61	57.472683	10.421732	1	0	1236	90
62	57.170958	9.714670	1	0	1236	90
63	56.324626	9.953667	1	0	1236	90
64	56.019095	10.239245	1	0	1236	90
65	56.582063	8.579327	1	0	1236	90
66	55.498847	8.678775	1	0	1236	90
67	56.775841	9.642837	1	0	1236	90
68	56.385022	10.193089	1	0	1236	90
69	56.743516	9.369278	1	0	1236	90
70	56.610866	9.675447	1	0	1236	90
71	56.301611	10.086660	1	0	1236	90
72	56.305381	10.046790	1	0	1236	90
73	55.792954	9.472791	1	0	1236	90
74	56.066863	8.577456	1	0	1236	90
75	56.894271	8.644251	1	0	1236	90
76	56.494632	9.377519	1	0	1236	90
77	56.459301	10.236318	1	0	1236	90
78	56.751448	8.647666	1	0	1236	90
79	55.525725	8.396848	1	0	1236	90
80	56.246573	8.735227	1	0	1236	90
81	56.252859	9.121236	1	0	1236	90
82	56.106694	8.907112	1	0	1236	90
83	55.331385	9.233389	1	0	1236	90
84	56.160727	8.936216	1	0	1236	90
85	55.992696	8.839038	1	0	1236	90
86	55.414372	8.737515	1	0	1236	90
87	55.261744	9.576153	1	0	1236	90
88	56.124961	9.209948	1	0	1236	90
89	55.900405	9.230287	1	0	1236	90
90	55.095381	9.039068	1	0	1236	90
91	57.180646	9.750186	1	0	1236	90
92	57.276013	10.303882	1	0	1236	90
93	54.945229	9.562376	1	0	1236	90
94	56.103173	9.458016	1	0	1236	90
95	56.404142	8.462231	1	0	1236	90
96	54.970379	9.584848	1	0	1236	90
97	55.804302	8.514977	1	0	1236	90
98	55.650576	9.022214	1	0	1236	90
99	55.359083	8.986408	1	0	1236	90
100	55.273708	8.736150	1	0	1236	90
101	55.534320	9.039672	1	0	1236	90
102	55.946952	8.822020	1	0	1236	90
103	55.293844	9.267987	1	0	1236	90
104	56.375400	9.285001	1	0	1236	90
105	55.649289	8.209779	1	0	1236	90
106	56.393436	10.356495	1	0	1236	90
107	55.708636	8.543033	1	0	1236	90
108	57.288617	9.740899	1	0	1236	90
109	56.095739	8.564221	1	0	1236	90
110	56.579933	9.913873	1	0	1236	90
111	57.489324	10.402969	1	0	1236	90
112	56.361678	9.254801	1	0	1236	90
113	56.963791	10.039956	1	0	1236	90
114	56.925817	10.128017	1	0	1236	90
115	55.717976	9.461370	1	0	1236	90
116	55.753889	8.551574	1	0	1236	90
117	57.093589	10.335222	1	0	1236	90
118	56.365196	10.895230	1	0	1236	90
119	57.455290	9.919897	1	0	1236	90
120	56.078941	9.532832	1	0	1236	90
121	55.824376	8.722161	1	0	1236	90
122	56.338533	9.373721	1	0	1236	90
123	55.356104	9.457495	1	0	1236	90
124	56.882808	9.610269	1	0	1236	90
125	55.542236	9.430276	1	0	1236	90
126	56.449185	10.395348	1	0	1236	90
127	56.504599	9.489812	1	0	1236	90
128	55.062392	8.815416	1	0	1236	90
129	56.369416	8.987925	1	0	1236	90
130	56.179434	9.374464	1	0	1236	90
131	55.193453	9.155048	1	0	1236	90
132	56.303176	9.814867	1	0	1236	90
133	57.287683	9.788683	1	0	1236	90
134	56.708946	9.501317	1	0	1236	90
135	55.646248	9.187178	1	0	1236	90
136	57.282416	9.952638	1	0	1236	90
137	56.127971	9.022937	1	0	1236	90
138	56.383387	9.346683	1	0	1236	90
139	55.419344	9.370091	1	0	1236	90
140	56.862722	10.024263	1	0	1236	90
141	55.164599	8.958105	1	0	1236	90
142	56.366935	9.857101	1	0	1236	90
143	56.261910	8.902560	1	0	1236	90
144	57.156725	10.212776	1	0	1236	90
145	56.628678	8.980306	1	0	1236	90
146	56.461276	10.323038	1	0	1236	90
147	56.612191	8.880842	1	0	1236	90
148	56.404578	9.179952	1	0	1236	90
149	55.690222	8.711579	1	0	1236	90
150	56.365566	9.244671	1	0	1236	90
151	55.261828	9.386024	1	0	1236	90
152	55.419962	9.313047	1	0	1236	90
153	55.150593	9.381619	1	0	1236	90
154	57.020133	9.672054	1	0	1236	90
155	56.742432	9.160510	1	0	1236	90
156	56.462294	9.057522	1	0	1236	90
157	56.919115	9.495109	1	0	1236	90
158	57.289260	9.882778	1	0	1236	90
159	56.036376	9.375540	1	0	1236	90
160	56.181569	9.088312	1	0	1236	90
161	56.078063	9.477188	1	0	1236	90
162	56.241632	9.390236	1	0	1236	90
163	55.921972	9.242035	1	0	1236	90
164	56.741802	9.707648	1	0	1236	90
165	56.013827	8.924738	1	0	1236	90
166	57.430162	10.026416	1	0	1236	90
167	55.909829	10.057836	1	0	1236	90
168	56.406955	9.445567	1	0	1236	90
169	57.126236	9.171641	1	0	1236	90
170	56.030828	9.912557	1	0	1236	90
171	55.676848	9.573812	1	0	1236	90
172	56.408850	10.536502	1	0	1236	90
173	56.049186	8.778508	1	0	1236	90
174	56.916942	9.617805	1	0	1236	90
175	55.768348	8.789551	1	0	1236	90
176	55.036983	9.225066	1	0	1236	90
177	57.604511	10.402626	1	0	1236	90
178	54.976472	9.005350	1	0	1236	90
179	57.354536	10.143318	1	0	1236	90
180	55.521421	9.459486	1	0	1236	90
181	56.193433	9.860680	1	0	1236	90
182	56.789642	8.867265	1	0	1236	90
183	56.400644	9.538367	1	0	1236	90
184	56.038283	9.591077	1	0	1236	90
185	56.070016	9.020541	1	0	1236	90
186	56.234417	9.166225	1	0	1236	90
187	56.822497	9.053001	1	0	1236	90
188	57.101261	9.438932	1	0	1236	90
189	57.381499	10.009931	1	0	1236	90
190	56.856427	10.019918	1	0	1236	90
191	56.781632	9.112200	1	0	1236	90
192	55.616738	9.087250	1	0	1236	90
193	56.084254	9.178146	1	0	1236	90
194	56.689819	10.008479	1	0	1236	90
195	55.846199	8.444451	1	0	1236	90
196	55.421544	9.244866	1	0	1236	90
197	56.088187	8.674393	1	0	1236	90
198	55.726388	9.371168	1	0	1236	90
199	56.701381	9.416735	1	0	1236	90
200	56.659124	9.865871	1	0	1236	90
201	57.537748	10.072631	1	0	1236	90
202	55.106996	9.221216	1	0	1236	90
203	56.900522	9.961096	1	0	1236	90
204	56.741344	10.194891	1	0	1236	90
205	56.103642	9.641446	1	0	1236	90
206	55.179508	8.795030	1	0	1236	90
207	55.541769	8.781823	1	0	1236	90
208	57.049765	8.833597	1	0	1236	90
209	56.182327	8.823361	1	0	1236	90
210	56.643711	8.645794	1	0	1236	90
211	55.908749	9.659259	1	0	1236	90
212	56.436625	8.618255	1	0	1236	90
213	55.925056	9.253213	1	0	1236	90
214	56.511424	9.228065	1	0	1236	90
215	56.604014	8.959407	1	0	1236	90
216	55.693308	9.133191	1	0	1236	90
217	57.241480	9.805860	1	0	1236	90
218	57.018682	8.771158	1	0	1236	90
219	55.284864	8.850560	1	0	1236	90
220	55.868575	9.493008	1	0	1236	90
221	57.068650	9.017440	1	0	1236	90
222	56.943616	9.043040	1	0	1236	90
223	55.262320	9.452822	1	0	1236	90
224	55.263732	9.389821	1	0	1236	90
225	57.529517	10.091701	1	0	1236	90
226	54.994013	8.866500	1	0	1236	90
227	55.980655	8.562527	1	0	1236	90
228	56.515269	9.213003	1	0	1236	90
229	57.117530	9.349013	1	0	1236	90
230	55.733433	8.598190	1	0	1236	90
231	56.880435	9.490520	1	0	1236	90
232	55.731161	8.501029	1	0	1236	90
233	56.654653	9.014930	1	0	1236	90
234	56.984581	9.319657	1	0	1236	90
235	56.585706	8.601585	1	0	1236	90
236	56.271879	9.468087	1	0	1236	90
237	57.274370	10.389637	1	0	1236	90
238	55.717359	9.007191	1	0	1236	90
239	56.424478	9.132166	1	0	1236	90
240	55.760828	9.371201	1	0	1236	90
241	56.996395	9.310889	1	0	1236	90
242	56.849651	8.629503	1	0	1236	90
243	56.253889	10.582374	1	0	1236	90
244	56.237736	9.130846	1	0	1236	90
245	57.518849	10.057781	1	0	1236	90
246	57.114000	9.509791	1	0	1236	90
247	57.222427	9.989819	1	0	1236	90
248	56.929351	9.989433	1	0	1236	90
249	56.413526	9.868568	1	0	1236	90
250	56.727539	9.592967	1	0	1236	90
251	55.910593	9.327602	1	0	1236	90
252	55.471143	8.760602	1	0	1236	90
253	56.588191	9.742427	1	0	1236	90
254	55.781965	9.965199	1	0	1236	90
255	56.549275	8.788179	1	0	1236	90
256	55.892232	10.055424	1	0	1236	90
257	55.088991	9.027490	1	0	1236	90
258	55.730415	9.396362	1	0	1236	90
259	56.190650	8.705334	1	0	1236	90
260	56.520884	10.239301	1	0	1236	90
261	55.691345	9.555052	1	0	1236	90
262	55.697312	9.559656	1	0	1236	90
263	55.780199	8.253145	1	0	1236	90
264	54.988236	9.244863	1	0	1236	90
265	56.780868	8.541320	1	0	1236	90
266	55.465809	9.101607	1	0	1236	90
267	56.463335	9.716726	1	0	1236	90
268	55.877758	8.437030	1	0	1236	90
269	55.491058	8.698712	1	0	1236	90
270	56.185713	10.006471	1	0	1236	90
271	55.029597	9.166629	1	0	1236	90
272	55.199308	8.889111	1	0	1236	90
273	55.508774	8.531432	1	0	1236	90
274	57.134720	9.691594	1	0	1236	90
275	56.220144	9.345378	1	0	1236	90
276	55.728138	9.396114	1	0	1236	90
277	54.881254	9.371411	1	0	1236	90
278	56.320506	9.161266	1	0	1236	90
279	56.682985	9.739075	1	0	1236	90
280	57.084107	9.455238	1	0	1236	90
281	55.281800	9.211491	1	0	1236	90
282	56.578725	9.573686	1	0	1236	90
283	56.082064	8.948704	1	0	1236	90
284	56.508854	9.820156	1	0	1236	90
285	56.948575	9.272400	1	0	1236	90
286	56.114701	9.269147	1	0	1236	90
287	56.083499	8.772762	1	0	1236	90
288	55.667712	8.903594	1	0	1236	90
289	55.290137	9.543081	1	0	1236	90
290	55.631243	9.002763	1	0	1236	90
291	55.531285	9.160149	1	0	1236	90
292	57.406643	9.925379	1	0	1236	90
293	55.317242	8.991982	1	0	1236	90
294	55.550763	9.140950	1	0	1236	90
295	57.383334	10.281782	1	0	1236	90
296	56.316539	10.143381	1	0	1236	90
297	56.635845	9.547117	1	0	1236	90
298	55.596919	9.735879	1	0	1236	90
299	56.986755	9.959008	1	0	1236	90
300	56.335010	9.325734	1	0	1236	90
301	56.937180	8.442457	1	0	1236	90
302	56.454312	9.305452	1	0	1236	90
303	57.379529	10.217709	1	0	1236	90
304	55.830417	8.801444	1	0	1236	90
305	56.947400	8.940172	1	0	1236	90
306	56.054668	9.586569	1	0	1236	90
307	55.461342	9.147737	1	0	1236	90
308	57.135753	10.204319	1	0	1236	90
309	55.385446	9.379574	1	0	1236	90
310	56.283684	10.205032	1	0	1236	90
311	57.082539	9.896339	1	0	1236	90
312	56.666908	9.518850	1	0	1236	90
313	56.009783	9.454152	1	0	1236	90
314	56.933940	9.435344	1	0	1236	90
315	57.127347	9.278066	1	0	1236	90
316	55.642230	8.690268	1	0	1236	90
317	55.380961	9.046810	1	0	1236	90
318	55.139612	8.742869	1	0	1236	90
319	56.331624	8.768866	1	0	1236	90
320	55.548378	9.403215	1	0	1236	90
321	57.310641	10.068821	1	0	1236	90
322	55.521357	9.243734	1	0	1236	90
323	56.511213	10.403163	1	0	1236	90
324	55.259091	8.916886	1	0	1236	90
325	56.489954	9.927643	1	0	1236	90
326	57.172701	9.495318	1	0	1236	90
327	56.580124	8.678354	1	0	1236	90
328	57.074465	9.965288	1	0	1236	90
329	57.309757	10.504959	1	0	1236	90
330	55.883544	8.956023	1	0	1236	90
331	57.204539	10.162263	1	0	1236	90
332	55.246857	8.794868	1	0	1236	90
333	56.812877	9.088227	1	0	1236	90
334	56.947347	8.885167	1	0	1236	90
335	56.396626	9.627477	1	0	1236	90
336	57.138933	10.016278	1	0	1236	90
337	55.441149	9.502332	1	0	1236	90
338	56.665197	8.883160	1	0	1236	90
339	56.929801	8.800053	1	0	1236	90
340	56.370697	9.934841	1	0	1236	90
341	56.497524	8.663571	1	0	1236	90
342	56.837262	9.236394	1	0	1236	90
343	56.617397	9.915887	1	0	1236	90
344	56.692072	9.075867	1	0	1236	90
345	56.314730	10.007582	1	0	1236	90
346	56.216234	10.540443	1	0	1236	90
347	57.026922	9.217439	1	0	1236	90
348	56.948591	8.470310	1	0	1236	90
349	55.332481	8.838009	1	0	1236	90
350	56.767359	8.383931	1	0	1236	90
351	55.868992	8.834580	1	0	1236	90
352	57.029555	9.307425	1	0	1236	90
353	56.991185	8.931281	1	0	1236	90
354	55.100660	9.285185	1	0	1236	90
355	56.302843	9.942272	1	0	1236	90
