Exact500
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	57.598300	10.410380	1	0	1236	90
9	57.693410	10.490460	1	0	1236	90
10	57.590670	10.408510	1	0	1236	90
11	57.662010	10.465160	1	0	1236	90
12	57.724480	10.559290	1	0	1236	90
13	57.662010	10.465160	1	0	1236	90
14	57.715010	10.530930	1	0	1236	90
15	57.722720	10.542720	1	0	1236	90
16	57.724480	10.559290	1	0	1236	90
17	57.715010	10.530930	1	0	1236	90
18	57.693410	10.490460	1	0	1236	90
19	57.722720	10.542720	1	0	1236	90
20	57.722720	10.542720	1	0	1236	90
21	57.598300	10.410380	1	0	1236	90
22	57.625070	10.435480	1	0	1236	90
23	57.590670	10.408510	1	0	1236	90
24	57.566310	10.408940	1	0	1236	90
25	57.722720	10.542720	1	0	1236	90
26	57.693410	10.490460	1	0	1236	90
27	57.723910	10.592090	1	0	1236	90
28	57.693410	10.490460	1	0	1236	90
29	57.590670	10.408510	1	0	1236	90
30	57.693410	10.490460	1	0	1236	90
31	57.590670	10.408510	1	0	1236	90
32	57.590670	10.408510	1	0	1236	90
33	57.724480	10.559290	1	0	1236	90
34	57.625070	10.435480	1	0	1236	90
35	57.662010	10.465160	1	0	1236	90
36	57.722720	10.542720	1	0	1236	90
37	57.724480	10.559290	1	0	1236	90
38	57.598300	10.410380	1	0	1236	90
39	57.598300	10.410380	1	0	1236	90
40	57.715010	10.530930	1	0	1236	90
41	57.723910	10.592090	1	0	1236	90
42	57.722720	10.542720	1	0	1236	90
43	57.715010	10.530930	1	0	1236	90
44	57.590670	10.408510	1	0	1236	90
45	57.723910	10.592090	1	0	1236	90
46	57.722720	10.542720	1	0	1236	90
47	57.591810	9.962230	1	0	1236	90
48	57.591370	9.967060	1	0	1236	90
49	57.591200	9.967900	1	0	1236	90
50	57.591370	9.967060	1	0	1236	90
51	57.591370	9.967060	1	0	1236	90
52	57.591370	9.967060	1	0	1236	90
53	57.590570	9.969820	1	0	1236	90
54	57.591470	9.966300	1	0	1236	90
55	57.591620	9.965000	1	0	1236	90
56	57.591800	9.962520	1	0	1236	90
57	57.591370	9.967060	1	0	1236	90
58	57.591780	9.962220	1	0	1236	90
59	57.591200	9.967900	1	0	1236	90
60	57.591370	9.967060	1	0	1236	90
61	57.591200	9.967900	1	0	1236	90
62	57.591780	9.962220	1	0	1236	90
63	57.591470	9.966300	1	0	1236	90
64	57.590930	9.968850	1	0	1236	90
65	57.591780	9.962220	1	0	1236	90
66	57.591780	9.962220	1	0	1236	90
67	57.591200	9.967900	1	0	1236	90
68	57.590570	9.969820	1	0	1236	90
69	57.590930	9.968850	1	0	1236	90
70	57.591200	9.967900	1	0	1236	90
71	57.590570	9.969820	1	0	1236	90
72	57.591780	9.962220	1	0	1236	90
73	57.591470	9.966300	1	0	1236	90
74	57.591200	9.967900	1	0	1236	90
75	57.591800	9.962520	1	0	1236	90
76	56.408000	10.871420	1	0	1236	90
77	56.412700	10.880130	1	0	1236	90
78	56.410470	10.874340	1	0	1236	90
79	56.412570	10.879580	1	0	1236	90
80	56.412780	10.880070	1	0	1236	90
81	56.408450	10.871580	1	0	1236	90
82	56.412780	10.880070	1	0	1236	90
83	56.409060	10.872000	1	0	1236	90
84	56.412570	10.879580	1	0	1236	90
85	56.409060	10.872000	1	0	1236	90
86	56.412570	10.879580	1	0	1236	90
87	56.409060	10.872000	1	0	1236	90
88	56.408450	10.871580	1	0	1236	90
89	56.412570	10.879580	1	0	1236	90
90	56.409060	10.872000	1	0	1236	90
91	56.411800	10.877340	1	0	1236	90
92	56.408450	10.871580	1	0	1236	90
93	56.412700	10.880130	1	0	1236	90
94	56.412390	10.878980	1	0	1236	90
95	56.412780	10.880070	1	0	1236	90
96	56.408000	10.871420	1	0	1236	90
97	56.412570	10.879580	1	0	1236	90
98	56.410470	10.874340	1	0	1236	90
99	56.412390	10.878980	1	0	1236	90
100	56.412390	10.878980	1	0	1236	90
101	56.409060	10.872000	1	0	1236	90
102	56.412570	10.879580	1	0	1236	90
103	56.412570	10.879580	1	0	1236	90
104	56.408450	10.871580	1	0	1236	90
105	56.408000	10.871420	1	0	1236	90
106	56.409060	10.872000	1	0	1236	90
107	56.409710	10.872760	1	0	1236	90
108	56.412780	10.880070	1	0	1236	90
109	56.412570	10.879580	1	0	1236	90
110	56.409710	10.872760	1	0	1236	90
111	56.412570	10.879580	1	0	1236	90
112	56.409710	10.872760	1	0	1236	90
113	56.411800	10.877340	1	0	1236	90
114	56.412780	10.880070	1	0	1236	90
115	56.408450	10.871580	1	0	1236	90
116	56.410470	10.874340	1	0	1236	90
117	56.408000	10.871420	1	0	1236	90
118	56.409060	10.872000	1	0	1236	90
119	56.409060	10.872000	1	0	1236	90
120	56.409710	10.872760	1	0	1236	90
121	56.412570	10.879580	1	0	1236	90
122	56.412570	10.879580	1	0	1236	90
123	56.410470	10.874340	1	0	1236	90
124	56.412570	10.879580	1	0	1236	90
125	56.411800	10.877340	1	0	1236	90
126	56.408450	10.871580	1	0	1236	90
127	56.409060	10.872000	1	0	1236	90
128	56.411800	10.877340	1	0	1236	90
129	56.956890	8.614700	1	0	1236	90
130	56.960460	8.636720	1	0	1236	90
131	56.955480	8.593470	1	0	1236	90
132	56.956890	8.614700	1	0	1236	90
133	56.956890	8.614700	1	0	1236	90
134	56.952890	8.679320	1	0	1236	90
135	56.952020	8.588200	1	0	1236	90
136	56.955080	8.669790	1	0	1236	90
137	56.956890	8.614700	1	0	1236	90
138	56.955480	8.593470	1	0	1236	90
139	56.952020	8.588200	1	0	1236	90
140	56.955080	8.669790	1	0	1236	90
141	56.952890	8.688050	1	0	1236	90
142	56.956890	8.614700	1	0	1236	90
143	56.956890	8.614700	1	0	1236	90
144	56.956890	8.614700	1	0	1236	90
145	56.956890	8.614700	1	0	1236	90
146	56.960460	8.636720	1	0	1236	90
147	56.957890	8.602450	1	0	1236	90
148	56.960460	8.636720	1	0	1236	90
149	56.952890	8.679320	1	0	1236	90
150	56.958270	8.624060	1	0	1236	90
151	56.960460	8.636720	1	0	1236	90
152	56.952020	8.588200	1	0	1236	90
153	56.958270	8.624060	1	0	1236	90
154	56.957890	8.602450	1	0	1236	90
155	56.956890	8.614700	1	0	1236	90
156	56.952890	8.688050	1	0	1236	90
157	56.958270	8.624060	1	0	1236	90
158	56.957890	8.602450	1	0	1236	90
159	56.952020	8.588200	1	0	1236	90
160	56.960460	8.636720	1	0	1236	90
161	56.952890	8.688050	1	0	1236	90
162	56.952020	8.588200	1	0	1236	90
163	56.952020	8.588200	1	0	1236	90
164	56.956890	8.614700	1	0	1236	90
165	56.960460	8.636720	1	0	1236	90
166	56.952890	8.688050	1	0	1236	90
167	56.956890	8.614700	1	0	1236	90
168	56.958270	8.624060	1	0	1236	90
169	56.960460	8.636720	1	0	1236	90
170	56.952020	8.588200	1	0	1236	90
171	56.489280	8.611280	1	0	1236	90
172	56.491300	8.601540	1	0	1236	90
173	56.489280	8.611280	1	0	1236	90
174	56.491830	8.597680	1	0	1236	90
175	56.490910	8.606490	1	0	1236	90
176	56.489280	8.611280	1	0	1236	90
177	56.491830	8.597680	1	0	1236	90
178	56.490010	8.610060	1	0	1236	90
179	56.490620	8.608070	1	0	1236	90
180	56.486790	8.612230	1	0	1236	90
181	56.488030	8.612240	1	0	1236	90
182	56.490010	8.610060	1	0	1236	90
183	56.490910	8.606490	1	0	1236	90
184	56.490010	8.610060	1	0	1236	90
185	56.491510	8.600610	1	0	1236	90
186	56.486790	8.612230	1	0	1236	90
187	56.488030	8.612240	1	0	1236	90
188	56.491830	8.597680	1	0	1236	90
189	56.486790	8.612230	1	0	1236	90
190	56.490910	8.606490	1	0	1236	90
191	56.486790	8.612230	1	0	1236	90
192	56.490010	8.610060	1	0	1236	90
193	56.486790	8.612230	1	0	1236	90
194	56.486790	8.612230	1	0	1236	90
195	56.490620	8.608070	1	0	1236	90
196	56.491510	8.600610	1	0	1236	90
197	56.491830	8.597680	1	0	1236	90
198	56.490010	8.610060	1	0	1236	90
199	56.491830	8.597680	1	0	1236	90
200	56.491300	8.601540	1	0	1236	90
201	56.490620	8.608070	1	0	1236	90
202	56.488030	8.612240	1	0	1236	90
203	56.491300	8.601540	1	0	1236	90
204	56.491830	8.597680	1	0	1236	90
205	56.490910	8.606490	1	0	1236	90
206	56.491500	8.601930	1	0	1236	90
207	56.489280	8.611280	1	0	1236	90
208	56.486790	8.612230	1	0	1236	90
209	56.491510	8.600610	1	0	1236	90
210	56.491830	8.597680	1	0	1236	90
211	56.490010	8.610060	1	0	1236	90
212	56.490910	8.606490	1	0	1236	90
213	56.486790	8.612230	1	0	1236	90
214	56.488030	8.612240	1	0	1236	90
215	56.491510	8.600610	1	0	1236	90
216	56.489280	8.611280	1	0	1236	90
217	56.490010	8.610060	1	0	1236	90
218	56.491500	8.601930	1	0	1236	90
219	56.489280	8.611280	1	0	1236	90
220	56.489280	8.611280	1	0	1236	90
221	56.361410	8.613880	1	0	1236	90
222	56.361680	8.616310	1	0	1236	90
223	56.361460	8.606170	1	0	1236	90
224	56.361410	8.613880	1	0	1236	90
225	56.365310	8.620900	1	0	1236	90
226	56.361680	8.616310	1	0	1236	90
227	56.365310	8.620900	1	0	1236	90
228	56.364680	8.620360	1	0	1236	90
229	56.361810	8.607960	1	0	1236	90
230	56.362750	8.618770	1	0	1236	90
231	56.364680	8.620360	1	0	1236	90
232	56.361410	8.613880	1	0	1236	90
233	56.363880	8.619940	1	0	1236	90
234	56.361680	8.616310	1	0	1236	90
235	56.363880	8.619940	1	0	1236	90
236	56.363880	8.619940	1	0	1236	90
237	56.365310	8.620900	1	0	1236	90
238	56.362750	8.618770	1	0	1236	90
239	56.363880	8.619940	1	0	1236	90
240	56.365320	8.620530	1	0	1236	90
241	56.361810	8.607960	1	0	1236	90
242	56.364680	8.620360	1	0	1236	90
243	56.361810	8.607960	1	0	1236	90
244	56.361460	8.606170	1	0	1236	90
245	56.361810	8.607960	1	0	1236	90
246	56.361810	8.607960	1	0	1236	90
247	56.362750	8.618770	1	0	1236	90
248	56.361410	8.613880	1	0	1236	90
249	56.365320	8.620530	1	0	1236	90
250	56.361820	8.610500	1	0	1236	90
251	56.361820	8.610500	1	0	1236	90
252	56.362750	8.618770	1	0	1236	90
253	56.361820	8.610500	1	0	1236	90
254	56.361810	8.607960	1	0	1236	90
255	56.362750	8.618770	1	0	1236	90
256	56.361410	8.613880	1	0	1236	90
257	56.361410	8.613880	1	0	1236	90
258	56.365320	8.620530	1	0	1236	90
259	56.364680	8.620360	1	0	1236	90
260	56.361680	8.616310	1	0	1236	90
261	56.363880	8.619940	1	0	1236	90
262	56.365310	8.620900	1	0	1236	90
263	56.361460	8.606170	1	0	1236	90
264	56.361680	8.616310	1	0	1236	90
265	56.361810	8.607960	1	0	1236	90
266	56.362750	8.618770	1	0	1236	90
267	56.364680	8.620360	1	0	1236	90
268	56.361460	8.606170	1	0	1236	90
269	56.361410	8.613880	1	0	1236	90
270	56.361680	8.616310	1	0	1236	90
271	56.364680	8.620360	1	0	1236	90
272	56.133330	8.977860	1	0	1236	90
273	56.132990	8.976180	1	0	1236	90
274	56.132990	8.976180	1	0	1236	90
275	56.132840	8.977710	1	0	1236	90
276	56.133630	8.968230	1	0	1236	90
277	56.132990	8.976180	1	0	1236	90
278	56.133570	8.971100	1	0	1236	90
279	56.133330	8.977860	1	0	1236	90
280	56.133640	8.969280	1	0	1236	90
281	56.132840	8.977710	1	0	1236	90
282	56.133330	8.977860	1	0	1236	90
283	56.132990	8.976180	1	0	1236	90
284	56.132840	8.977710	1	0	1236	90
285	56.133330	8.977860	1	0	1236	90
286	56.133420	8.972880	1	0	1236	90
287	56.133570	8.971100	1	0	1236	90
288	56.133640	8.969280	1	0	1236	90
289	56.133200	8.974870	1	0	1236	90
290	56.133330	8.977860	1	0	1236	90
291	56.133570	8.971100	1	0	1236	90
292	56.133420	8.972880	1	0	1236	90
293	56.133630	8.968230	1	0	1236	90
294	56.132840	8.977710	1	0	1236	90
295	56.133640	8.969280	1	0	1236	90
296	56.133640	8.969280	1	0	1236	90
297	56.133640	8.969280	1	0	1236	90
298	56.132850	8.977560	1	0	1236	90
299	56.132990	8.976180	1	0	1236	90
300	56.133330	8.977860	1	0	1236	90
301	56.133200	8.974870	1	0	1236	90
302	56.133420	8.972880	1	0	1236	90
303	56.133190	8.974640	1	0	1236	90
304	56.133330	8.977860	1	0	1236	90
305	56.133420	8.972880	1	0	1236	90
306	56.133570	8.971100	1	0	1236	90
307	56.133200	8.974870	1	0	1236	90
308	56.132840	8.977710	1	0	1236	90
309	56.133420	8.972880	1	0	1236	90
310	55.468380	8.765760	1	0	1236	90
311	55.464770	8.706800	1	0	1236	90
312	55.468190	8.762000	1	0	1236	90
313	55.466160	8.730690	1	0	1236	90
314	55.465210	8.716640	1	0	1236	90
315	55.464500	8.706870	1	0	1236	90
316	55.465440	8.720420	1	0	1236	90
317	55.468380	8.765760	1	0	1236	90
318	55.468190	8.762000	1	0	1236	90
319	55.468380	8.765760	1	0	1236	90
320	55.468190	8.762000	1	0	1236	90
321	55.464500	8.706870	1	0	1236	90
322	55.466160	8.730690	1	0	1236	90
323	55.467880	8.757390	1	0	1236	90
324	55.468190	8.762000	1	0	1236	90
325	55.468190	8.762000	1	0	1236	90
326	55.468190	8.762000	1	0	1236	90
327	55.464500	8.706870	1	0	1236	90
328	55.464500	8.706870	1	0	1236	90
329	55.465440	8.720420	1	0	1236	90
330	55.464930	8.712740	1	0	1236	90
331	55.464770	8.706800	1	0	1236	90
332	55.464500	8.706870	1	0	1236	90
333	55.465210	8.716640	1	0	1236	90
334	55.468380	8.765760	1	0	1236	90
335	55.465210	8.716640	1	0	1236	90
336	55.466160	8.730690	1	0	1236	90
337	55.466160	8.730690	1	0	1236	90
338	55.465210	8.716640	1	0	1236	90
339	55.466160	8.730690	1	0	1236	90
340	55.464930	8.712740	1	0	1236	90
341	55.464930	8.712740	1	0	1236	90
342	55.466160	8.730690	1	0	1236	90
343	55.464930	8.712740	1	0	1236	90
344	55.466160	8.730690	1	0	1236	90
345	55.464770	8.706800	1	0	1236	90
346	55.468190	8.762000	1	0	1236	90
347	55.464770	8.706800	1	0	1236	90
348	55.466160	8.730690	1	0	1236	90
349	55.464770	8.706800	1	0	1236	90
350	55.465440	8.720420	1	0	1236	90
351	55.468190	8.762000	1	0	1236	90
352	55.464770	8.706800	1	0	1236	90
353	55.464930	8.712740	1	0	1236	90
354	55.466160	8.730690	1	0	1236	90
355	55.468380	8.765760	1	0	1236	90
