8125	54.935820	9.257940	1	0	1236	90
8126	54.934460	9.257490	1	0	1236	90
8127	54.935820	9.257940	1	0	1236	90
8128	54.934460	9.257490	1	0	1236	90
8129	54.934460	9.257490	1	0	1236	90
8130	54.935820	9.257940	1	0	1236	90
8131	54.932990	9.256970	1	0	1236	90
8132	54.935820	9.257940	1	0	1236	90
8133	54.933320	9.257100	1	0	1236	90
8134	54.935040	9.257610	1	0	1236	90
8135	54.935820	9.257940	1	0	1236	90
8136	54.934810	9.257540	1	0	1236	90
8137	54.933320	9.257100	1	0	1236	90
8138	54.934810	9.257540	1	0	1236	90
8139	54.934270	9.257460	1	0	1236	90
8140	54.935040	9.257610	1	0	1236	90
8141	56.345690	8.348210	1	0	1236	90
8142	56.345690	8.348210	1	0	1236	90
8143	56.344220	8.346060	1	0	1236	90
8144	56.344220	8.346060	1	0	1236	90
8145	56.343620	8.345210	1	0	1236	90
8146	56.346240	8.348850	1	0	1236	90
8147	56.347280	8.349970	1	0	1236	90
8148	56.343710	8.345330	1	0	1236	90
8149	56.343730	8.344940	1	0	1236	90
8150	56.347280	8.349970	1	0	1236	90
8151	56.345690	8.348210	1	0	1236	90
8152	56.345690	8.348210	1	0	1236	90
8153	56.345690	8.348210	1	0	1236	90
8154	56.347830	8.350470	1	0	1236	90
8155	56.345320	8.347660	1	0	1236	90
8156	56.344220	8.346060	1	0	1236	90
8157	56.346240	8.348850	1	0	1236	90
8158	56.343620	8.345210	1	0	1236	90
8159	56.347280	8.349970	1	0	1236	90
8160	56.343620	8.345210	1	0	1236	90
8161	56.346240	8.348850	1	0	1236	90
8162	56.345690	8.348210	1	0	1236	90
8163	56.343710	8.345330	1	0	1236	90
8164	56.348150	8.350700	1	0	1236	90
8165	56.345320	8.347660	1	0	1236	90
8166	56.346240	8.348850	1	0	1236	90
8167	56.343710	8.345330	1	0	1236	90
8168	56.348150	8.350700	1	0	1236	90
8169	56.347830	8.350470	1	0	1236	90
8170	56.346240	8.348850	1	0	1236	90
8171	56.343730	8.344940	1	0	1236	90
8172	56.346240	8.348850	1	0	1236	90
8173	56.343710	8.345330	1	0	1236	90
8174	56.348150	8.350700	1	0	1236	90
8175	56.343710	8.345330	1	0	1236	90
8176	56.348150	8.350700	1	0	1236	90
8177	56.343730	8.344940	1	0	1236	90
8178	56.343710	8.345330	1	0	1236	90
8179	56.348150	8.350700	1	0	1236	90
8180	56.346240	8.348850	1	0	1236	90
8181	56.348150	8.350700	1	0	1236	90
8182	56.348150	8.350700	1	0	1236	90
8183	56.347830	8.350470	1	0	1236	90
8184	56.348150	8.350700	1	0	1236	90
8185	56.345320	8.347660	1	0	1236	90
8186	56.345690	8.348210	1	0	1236	90
8187	56.345690	8.348210	1	0	1236	90
8188	56.347830	8.350470	1	0	1236	90
8189	56.343730	8.344940	1	0	1236	90
8190	56.347830	8.350470	1	0	1236	90
8191	56.347280	8.349970	1	0	1236	90
8192	56.346240	8.348850	1	0	1236	90
8193	56.343620	8.345210	1	0	1236	90
8194	56.348150	8.350700	1	0	1236	90
8195	56.343730	8.344940	1	0	1236	90
8196	56.343730	8.344940	1	0	1236	90
8197	56.343710	8.345330	1	0	1236	90
8198	56.344220	8.346060	1	0	1236	90
8199	56.347830	8.350470	1	0	1236	90
8200	56.345320	8.347660	1	0	1236	90
8201	56.345320	8.347660	1	0	1236	90
8202	56.347280	8.349970	1	0	1236	90
8203	56.345320	8.347660	1	0	1236	90
8204	56.345320	8.347660	1	0	1236	90
8205	56.347280	8.349970	1	0	1236	90
8206	56.348150	8.350700	1	0	1236	90
8207	56.343710	8.345330	1	0	1236	90
8208	56.345690	8.348210	1	0	1236	90
8209	56.346240	8.348850	1	0	1236	90
8210	56.345690	8.348210	1	0	1236	90
8211	56.343710	8.345330	1	0	1236	90
8212	56.344220	8.346060	1	0	1236	90
8213	56.343620	8.345210	1	0	1236	90
8214	56.343730	8.344940	1	0	1236	90
8215	56.343620	8.345210	1	0	1236	90
8216	56.347280	8.349970	1	0	1236	90
8217	56.346240	8.348850	1	0	1236	90
8218	56.344220	8.346060	1	0	1236	90
8219	56.345320	8.347660	1	0	1236	90
8220	56.348150	8.350700	1	0	1236	90
8221	56.343620	8.345210	1	0	1236	90
8222	56.344220	8.346060	1	0	1236	90
8223	56.348150	8.350700	1	0	1236	90
8224	56.348150	8.350700	1	0	1236	90
8225	56.348150	8.350700	1	0	1236	90
8226	56.344220	8.346060	1	0	1236	90
8227	56.345320	8.347660	1	0	1236	90
8228	56.344220	8.346060	1	0	1236	90
8229	56.348150	8.350700	1	0	1236	90
8230	56.343710	8.345330	1	0	1236	90
8231	56.346240	8.348850	1	0	1236	90
8232	56.346240	8.348850	1	0	1236	90
8233	56.344220	8.346060	1	0	1236	90
8234	56.345690	8.348210	1	0	1236	90
8235	56.343710	8.345330	1	0	1236	90
8236	56.343710	8.345330	1	0	1236	90
8237	56.345690	8.348210	1	0	1236	90
8238	56.345320	8.347660	1	0	1236	90
8239	56.343710	8.345330	1	0	1236	90
8240	56.345690	8.348210	1	0	1236	90
8241	56.343710	8.345330	1	0	1236	90
8242	56.348150	8.350700	1	0	1236	90
8243	56.343710	8.345330	1	0	1236	90
8244	56.345320	8.347660	1	0	1236	90
