Random10000
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	55.685570	9.281981	1	0	1236	90
9	55.248018	9.090879	1	0	1236	90
10	56.370497	8.838081	1	0	1236	90
11	57.332299	10.130929	1	0	1236	90
12	56.049878	9.920060	1	0	1236	90
13	55.230413	9.377612	1	0	1236	90
14	55.658773	9.053781	1	0	1236	90
15	55.281208	9.406414	1	0	1236	90
16	57.620701	10.388828	1	0	1236	90
17	57.042828	9.651193	1	0	1236	90
18	54.973416	8.738591	1	0	1236	90
19	56.713619	10.276813	1	0	1236	90
20	54.904015	9.412351	1	0	1236	90
21	57.172275	10.003322	1	0	1236	90
22	57.640759	10.370680	1	0	1236	90
23	56.571908	9.826023	1	0	1236	90
24	57.011212	10.209895	1	0	1236	90
25	56.536846	8.422795	1	0	1236	90
26	55.996411	10.051550	1	0	1236	90
27	56.151559	8.936203	1	0	1236	90
28	56.169219	10.134929	1	0	1236	90
29	56.226653	8.395406	1	0	1236	90
30	56.102193	8.634990	1	0	1236	90
31	55.255828	8.887568	1	0	1236	90
32	57.089434	9.349680	1	0	1236	90
33	55.822812	9.200307	1	0	1236	90
34	56.949943	10.163467	1	0	1236	90
35	56.292942	10.775321	1	0	1236	90
36	55.387396	9.564815	1	0	1236	90
37	55.448775	9.293131	1	0	1236	90
38	56.001780	8.565559	1	0	1236	90
39	55.633899	9.665609	1	0	1236	90
40	55.373715	9.320989	1	0	1236	90
41	55.680602	9.618706	1	0	1236	90
42	55.940549	9.730194	1	0	1236	90
43	57.247263	9.920744	1	0	1236	90
44	56.516181	9.304076	1	0	1236	90
45	56.131238	8.978780	1	0	1236	90
46	55.800132	9.737865	1	0	1236	90
47	55.208856	8.722365	1	0	1236	90
48	56.130720	10.119078	1	0	1236	90
49	57.352247	10.305213	1	0	1236	90
50	55.868252	9.855974	1	0	1236	90
51	56.175470	9.799557	1	0	1236	90
52	56.512551	10.704341	1	0	1236	90
53	55.863177	9.170826	1	0	1236	90
54	56.373631	9.843055	1	0	1236	90
55	56.055287	9.982507	1	0	1236	90
56	56.935797	9.594326	1	0	1236	90
57	56.223707	10.237288	1	0	1236	90
58	56.496883	9.222850	1	0	1236	90
59	56.768248	8.642328	1	0	1236	90
60	57.355142	9.945444	1	0	1236	90
61	55.849157	9.252513	1	0	1236	90
62	56.892618	9.747548	1	0	1236	90
63	56.318840	10.438222	1	0	1236	90
64	56.768702	8.635337	1	0	1236	90
65	56.180680	9.600839	1	0	1236	90
66	57.382331	10.092704	1	0	1236	90
67	55.540045	9.304000	1	0	1236	90
68	57.382353	9.874276	1	0	1236	90
69	56.778399	10.123358	1	0	1236	90
70	54.909005	9.471707	1	0	1236	90
71	56.255635	8.510389	1	0	1236	90
72	56.038807	8.875363	1	0	1236	90
73	55.942638	9.179644	1	0	1236	90
74	56.573906	9.528454	1	0	1236	90
75	56.179755	8.892086	1	0	1236	90
76	56.973690	10.173835	1	0	1236	90
77	56.780500	9.686565	1	0	1236	90
78	56.372962	10.031399	1	0	1236	90
79	55.469598	9.099665	1	0	1236	90
80	55.769589	9.974910	1	0	1236	90
81	57.107747	9.378181	1	0	1236	90
82	56.208780	8.885509	1	0	1236	90
83	56.518556	9.997802	1	0	1236	90
84	55.170985	8.721719	1	0	1236	90
85	55.247978	9.185905	1	0	1236	90
86	56.763111	9.638959	1	0	1236	90
87	56.202566	9.665678	1	0	1236	90
88	56.535058	8.830488	1	0	1236	90
89	55.598304	8.734364	1	0	1236	90
90	57.651598	10.423296	1	0	1236	90
91	56.231468	8.242529	1	0	1236	90
92	57.276123	9.787955	1	0	1236	90
93	55.135398	9.028760	1	0	1236	90
94	57.199678	9.905532	1	0	1236	90
95	55.818313	9.501254	1	0	1236	90
96	55.509916	9.113021	1	0	1236	90
97	56.847568	9.231481	1	0	1236	90
98	57.416820	10.327275	1	0	1236	90
99	55.454290	8.704304	1	0	1236	90
100	55.965539	8.582395	1	0	1236	90
101	56.326615	8.898004	1	0	1236	90
102	55.501769	9.104050	1	0	1236	90
103	55.901988	9.742400	1	0	1236	90
104	56.752257	8.525878	1	0	1236	90
105	57.450525	9.988644	1	0	1236	90
106	56.780027	8.882136	1	0	1236	90
107	56.461296	10.844959	1	0	1236	90
108	56.184469	9.063188	1	0	1236	90
109	54.922688	9.185446	1	0	1236	90
110	57.053571	9.417986	1	0	1236	90
111	55.996743	8.908804	1	0	1236	90
112	56.201807	9.407156	1	0	1236	90
113	56.370721	10.876193	1	0	1236	90
114	57.351236	9.781802	1	0	1236	90
115	56.836100	10.198498	1	0	1236	90
116	57.264295	9.665181	1	0	1236	90
117	56.786148	10.201864	1	0	1236	90
118	56.069338	9.799671	1	0	1236	90
119	54.880122	9.174187	1	0	1236	90
120	56.659141	9.124356	1	0	1236	90
121	56.120154	9.130355	1	0	1236	90
122	56.187876	10.171488	1	0	1236	90
123	55.646960	9.142589	1	0	1236	90
124	55.643240	9.135029	1	0	1236	90
125	56.804602	9.205473	1	0	1236	90
126	56.027406	10.008405	1	0	1236	90
127	55.831653	9.282801	1	0	1236	90
128	56.723233	9.732271	1	0	1236	90
129	56.085571	9.259580	1	0	1236	90
130	56.394948	9.393036	1	0	1236	90
131	55.595276	9.557911	1	0	1236	90
132	55.558004	9.400070	1	0	1236	90
133	56.562105	9.325573	1	0	1236	90
134	55.438816	9.228179	1	0	1236	90
135	56.693792	9.865354	1	0	1236	90
136	55.223934	9.070378	1	0	1236	90
137	55.791813	9.131411	1	0	1236	90
138	55.211738	9.652365	1	0	1236	90
139	57.305709	10.046043	1	0	1236	90
140	55.773736	9.211995	1	0	1236	90
141	56.020370	9.249860	1	0	1236	90
142	56.125437	8.617912	1	0	1236	90
143	56.146524	9.625379	1	0	1236	90
144	56.406058	9.845023	1	0	1236	90
145	57.714706	10.510249	1	0	1236	90
146	54.923670	9.352040	1	0	1236	90
147	56.667681	9.601298	1	0	1236	90
148	55.203008	8.710099	1	0	1236	90
149	56.723633	9.852864	1	0	1236	90
150	55.535345	9.220858	1	0	1236	90
151	56.485797	9.430350	1	0	1236	90
152	56.935276	9.799700	1	0	1236	90
153	57.568051	10.152307	1	0	1236	90
154	56.404859	10.248303	1	0	1236	90
155	55.901895	8.397966	1	0	1236	90
156	56.448784	10.626003	1	0	1236	90
157	55.620300	9.468883	1	0	1236	90
158	57.204143	10.161692	1	0	1236	90
159	56.765567	9.800245	1	0	1236	90
160	55.857926	9.633371	1	0	1236	90
161	56.078406	9.827027	1	0	1236	90
162	57.047875	8.674870	1	0	1236	90
163	57.440855	9.869939	1	0	1236	90
164	55.095175	9.262009	1	0	1236	90
165	57.295551	9.766877	1	0	1236	90
166	54.976472	9.040592	1	0	1236	90
167	55.288799	9.171210	1	0	1236	90
168	56.683768	10.304340	1	0	1236	90
169	55.854830	9.073898	1	0	1236	90
170	56.840669	9.885425	1	0	1236	90
171	55.815392	8.957283	1	0	1236	90
172	57.048990	9.473882	1	0	1236	90
173	55.896265	9.977972	1	0	1236	90
174	55.857545	8.711049	1	0	1236	90
175	56.963949	9.759115	1	0	1236	90
176	55.410139	8.822784	1	0	1236	90
177	55.947991	9.240394	1	0	1236	90
178	55.673958	8.258934	1	0	1236	90
179	56.100013	9.168646	1	0	1236	90
180	55.712809	8.330352	1	0	1236	90
181	56.406872	9.100680	1	0	1236	90
182	56.374368	10.727992	1	0	1236	90
183	56.849128	9.458608	1	0	1236	90
184	54.988822	9.459440	1	0	1236	90
185	57.478027	10.482038	1	0	1236	90
186	56.487784	9.284112	1	0	1236	90
187	55.373138	8.999313	1	0	1236	90
188	55.907131	9.810984	1	0	1236	90
189	56.666679	9.548623	1	0	1236	90
190	55.688378	9.053467	1	0	1236	90
191	56.860697	9.345586	1	0	1236	90
192	55.577641	9.082360	1	0	1236	90
193	55.051352	9.437457	1	0	1236	90
194	57.480654	10.228578	1	0	1236	90
195	54.884994	9.164458	1	0	1236	90
196	55.231435	9.242902	1	0	1236	90
197	55.622037	8.946760	1	0	1236	90
198	56.007030	9.314811	1	0	1236	90
199	55.565515	8.749322	1	0	1236	90
200	55.922313	9.485001	1	0	1236	90
201	56.792879	8.890086	1	0	1236	90
202	56.658111	8.943762	1	0	1236	90
203	56.484570	8.564315	1	0	1236	90
204	56.044592	9.752094	1	0	1236	90
205	54.862765	9.359706	1	0	1236	90
206	56.893644	10.054702	1	0	1236	90
207	56.467441	8.998299	1	0	1236	90
208	57.623210	10.390681	1	0	1236	90
209	55.069414	9.249724	1	0	1236	90
210	55.085943	9.035074	1	0	1236	90
211	55.954881	8.926380	1	0	1236	90
212	54.966527	8.909309	1	0	1236	90
213	56.376224	9.464268	1	0	1236	90
214	55.629954	8.987798	1	0	1236	90
215	56.445995	10.596293	1	0	1236	90
216	55.045617	9.391098	1	0	1236	90
217	57.578089	10.036361	1	0	1236	90
218	54.981336	9.275919	1	0	1236	90
219	56.886769	8.602158	1	0	1236	90
220	56.363276	10.164527	1	0	1236	90
221	55.110741	9.483106	1	0	1236	90
222	56.372240	8.666361	1	0	1236	90
223	55.460329	9.325224	1	0	1236	90
224	55.225250	9.062528	1	0	1236	90
225	56.869504	9.112880	1	0	1236	90
226	56.371476	9.722953	1	0	1236	90
227	55.827642	8.413077	1	0	1236	90
228	56.131049	8.586157	1	0	1236	90
229	56.488788	8.452480	1	0	1236	90
230	55.876212	9.623651	1	0	1236	90
231	57.042632	10.244987	1	0	1236	90
232	57.343564	10.194648	1	0	1236	90
233	56.592772	10.282555	1	0	1236	90
234	56.596364	9.094670	1	0	1236	90
235	56.017417	8.947261	1	0	1236	90
236	56.896587	10.024876	1	0	1236	90
237	55.560123	8.639311	1	0	1236	90
238	56.000588	9.132742	1	0	1236	90
239	56.418160	9.363936	1	0	1236	90
240	55.318540	9.132887	1	0	1236	90
241	55.747911	9.443739	1	0	1236	90
242	56.042662	9.147284	1	0	1236	90
243	56.006465	9.899229	1	0	1236	90
244	55.847172	8.799549	1	0	1236	90
245	55.337924	9.593872	1	0	1236	90
246	56.707322	9.372650	1	0	1236	90
247	56.851425	9.068161	1	0	1236	90
248	56.359659	9.764846	1	0	1236	90
249	55.935143	9.243582	1	0	1236	90
250	55.743843	9.695945	1	0	1236	90
251	55.440065	8.654946	1	0	1236	90
252	57.321492	10.116512	1	0	1236	90
253	57.188664	10.356885	1	0	1236	90
254	55.923206	9.005537	1	0	1236	90
255	57.144665	9.991336	1	0	1236	90
256	56.471929	9.508924	1	0	1236	90
257	56.233054	9.714495	1	0	1236	90
258	56.718247	9.315616	1	0	1236	90
259	56.469901	9.811066	1	0	1236	90
260	56.150030	9.920319	1	0	1236	90
261	55.382860	9.468094	1	0	1236	90
262	56.698933	9.775139	1	0	1236	90
263	56.788778	9.091085	1	0	1236	90
264	56.488170	8.551863	1	0	1236	90
265	55.724277	9.416587	1	0	1236	90
266	56.147998	10.154105	1	0	1236	90
267	56.022019	9.071639	1	0	1236	90
268	55.712922	9.276638	1	0	1236	90
269	56.030064	10.072682	1	0	1236	90
270	54.923727	9.267130	1	0	1236	90
271	56.440511	8.389477	1	0	1236	90
272	55.218501	8.983099	1	0	1236	90
273	57.347207	9.750185	1	0	1236	90
274	56.968536	10.238466	1	0	1236	90
275	56.750953	8.980751	1	0	1236	90
276	55.572371	8.701675	1	0	1236	90
277	56.236292	10.581677	1	0	1236	90
278	56.220857	9.730835	1	0	1236	90
279	56.948545	9.821454	1	0	1236	90
280	56.907785	10.062848	1	0	1236	90
281	55.996345	9.486954	1	0	1236	90
282	57.435348	10.018058	1	0	1236	90
283	55.055895	9.049529	1	0	1236	90
284	55.585445	8.958764	1	0	1236	90
285	57.494967	10.038188	1	0	1236	90
286	56.520151	10.391559	1	0	1236	90
287	55.917050	9.861544	1	0	1236	90
288	55.985070	8.391675	1	0	1236	90
289	57.488804	10.288443	1	0	1236	90
290	57.639781	10.431585	1	0	1236	90
291	56.308567	9.240027	1	0	1236	90
292	56.521604	8.942427	1	0	1236	90
293	55.014436	9.058345	1	0	1236	90
294	56.650767	8.928031	1	0	1236	90
295	56.345370	9.071580	1	0	1236	90
296	56.352529	10.208837	1	0	1236	90
297	55.320199	8.899944	1	0	1236	90
298	55.566080	8.677379	1	0	1236	90
299	56.670983	9.078973	1	0	1236	90
300	55.923638	10.199715	1	0	1236	90
301	56.235803	8.845016	1	0	1236	90
302	56.928120	9.068213	1	0	1236	90
303	55.534398	9.519890	1	0	1236	90
304	56.406014	10.343509	1	0	1236	90
305	56.537239	10.292195	1	0	1236	90
306	55.208725	8.998590	1	0	1236	90
307	55.343001	8.968934	1	0	1236	90
308	55.191054	8.728104	1	0	1236	90
309	56.273893	10.294833	1	0	1236	90
310	57.102106	10.272781	1	0	1236	90
311	55.963837	9.212792	1	0	1236	90
312	56.349944	9.811974	1	0	1236	90
313	55.416987	9.452713	1	0	1236	90
314	56.961256	8.937194	1	0	1236	90
315	57.225198	10.163093	1	0	1236	90
316	56.900550	8.996568	1	0	1236	90
317	56.452483	10.380649	1	0	1236	90
318	56.443999	9.264523	1	0	1236	90
319	55.484049	9.070153	1	0	1236	90
320	56.291116	9.377123	1	0	1236	90
321	56.642852	9.248010	1	0	1236	90
322	55.268266	9.171844	1	0	1236	90
323	57.315514	10.141416	1	0	1236	90
324	56.957862	10.100719	1	0	1236	90
325	56.893112	9.343989	1	0	1236	90
326	56.861111	8.966331	1	0	1236	90
327	56.865069	8.737108	1	0	1236	90
328	57.373222	10.316517	1	0	1236	90
329	55.642803	9.374151	1	0	1236	90
330	54.950205	8.740827	1	0	1236	90
331	56.595489	9.895472	1	0	1236	90
332	54.896691	9.142741	1	0	1236	90
333	56.513352	8.968689	1	0	1236	90
334	55.544626	9.585334	1	0	1236	90
335	57.121976	9.333407	1	0	1236	90
336	56.828957	10.123267	1	0	1236	90
337	55.924527	8.663688	1	0	1236	90
338	56.009031	9.701616	1	0	1236	90
339	57.165843	10.394675	1	0	1236	90
340	57.152863	10.218400	1	0	1236	90
341	57.173212	9.723336	1	0	1236	90
342	56.732321	9.591032	1	0	1236	90
343	56.254386	9.543705	1	0	1236	90
344	56.189847	8.912043	1	0	1236	90
345	55.442080	8.824542	1	0	1236	90
346	55.050001	8.750401	1	0	1236	90
347	57.021984	8.631632	1	0	1236	90
348	56.781325	9.312513	1	0	1236	90
349	56.303874	10.230227	1	0	1236	90
350	54.856285	9.352846	1	0	1236	90
351	56.500308	9.345231	1	0	1236	90
352	56.319270	10.620744	1	0	1236	90
353	56.795182	10.080820	1	0	1236	90
354	55.422281	9.323464	1	0	1236	90
355	55.946996	9.213576	1	0	1236	90
