Exact100
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	57.590670	10.408510	1	0	1236	90
9	57.625070	10.435480	1	0	1236	90
10	57.715010	10.530930	1	0	1236	90
11	57.715010	10.530930	1	0	1236	90
12	57.566310	10.408940	1	0	1236	90
13	57.590670	10.408510	1	0	1236	90
14	57.693410	10.490460	1	0	1236	90
15	57.590670	10.408510	1	0	1236	90
16	57.590570	9.969820	1	0	1236	90
17	57.591370	9.967060	1	0	1236	90
18	57.591780	9.962220	1	0	1236	90
19	57.590930	9.968850	1	0	1236	90
20	57.591370	9.967060	1	0	1236	90
21	57.591780	9.962220	1	0	1236	90
22	56.408450	10.871580	1	0	1236	90
23	56.409710	10.872760	1	0	1236	90
24	56.412780	10.880070	1	0	1236	90
25	56.412390	10.878980	1	0	1236	90
26	56.412700	10.880130	1	0	1236	90
27	56.412570	10.879580	1	0	1236	90
28	56.412390	10.878980	1	0	1236	90
29	56.408000	10.871420	1	0	1236	90
30	56.408450	10.871580	1	0	1236	90
31	56.409060	10.872000	1	0	1236	90
32	56.409710	10.872760	1	0	1236	90
33	56.957890	8.602450	1	0	1236	90
34	56.957890	8.602450	1	0	1236	90
35	56.958790	8.646950	1	0	1236	90
36	56.952890	8.679320	1	0	1236	90
37	56.960460	8.636720	1	0	1236	90
38	56.955480	8.593470	1	0	1236	90
39	56.955080	8.669790	1	0	1236	90
40	56.955080	8.669790	1	0	1236	90
41	56.952890	8.688050	1	0	1236	90
42	56.490010	8.610060	1	0	1236	90
43	56.490010	8.610060	1	0	1236	90
44	56.491510	8.600610	1	0	1236	90
45	56.491300	8.601540	1	0	1236	90
46	56.490620	8.608070	1	0	1236	90
47	56.490910	8.606490	1	0	1236	90
48	56.486790	8.612230	1	0	1236	90
49	56.490620	8.608070	1	0	1236	90
50	56.489280	8.611280	1	0	1236	90
51	56.491500	8.601930	1	0	1236	90
52	56.362750	8.618770	1	0	1236	90
53	56.364680	8.620360	1	0	1236	90
54	56.361820	8.610500	1	0	1236	90
55	56.361810	8.607960	1	0	1236	90
56	56.364680	8.620360	1	0	1236	90
57	56.362750	8.618770	1	0	1236	90
58	56.365320	8.620530	1	0	1236	90
59	56.361460	8.606170	1	0	1236	90
60	56.364680	8.620360	1	0	1236	90
61	56.361410	8.613880	1	0	1236	90
62	56.361810	8.607960	1	0	1236	90
63	56.133200	8.974870	1	0	1236	90
64	56.133420	8.972880	1	0	1236	90
65	56.133640	8.969280	1	0	1236	90
66	56.133420	8.972880	1	0	1236	90
67	56.133570	8.971100	1	0	1236	90
68	56.133420	8.972880	1	0	1236	90
69	56.133330	8.977860	1	0	1236	90
70	56.132850	8.977560	1	0	1236	90
71	55.468190	8.762000	1	0	1236	90
72	55.466160	8.730690	1	0	1236	90
73	55.464770	8.706800	1	0	1236	90
74	55.468190	8.762000	1	0	1236	90
75	55.465440	8.720420	1	0	1236	90
76	55.466160	8.730690	1	0	1236	90
77	55.467380	8.749610	1	0	1236	90
78	55.465440	8.720420	1	0	1236	90
79	55.465210	8.716640	1	0	1236	90
80	54.935820	9.257940	1	0	1236	90
81	54.934460	9.257490	1	0	1236	90
82	54.934460	9.257490	1	0	1236	90
83	54.936290	9.258140	1	0	1236	90
84	54.934270	9.257460	1	0	1236	90
85	54.935040	9.257610	1	0	1236	90
86	54.934270	9.257460	1	0	1236	90
87	54.934460	9.257490	1	0	1236	90
88	54.933320	9.257100	1	0	1236	90
89	56.347280	8.349970	1	0	1236	90
90	56.343730	8.344940	1	0	1236	90
91	56.348150	8.350700	1	0	1236	90
92	56.345690	8.348210	1	0	1236	90
93	56.343710	8.345330	1	0	1236	90
94	56.343620	8.345210	1	0	1236	90
95	56.343620	8.345210	1	0	1236	90
96	56.343710	8.345330	1	0	1236	90
97	56.343620	8.345210	1	0	1236	90
98	56.347280	8.349970	1	0	1236	90
99	55.617440	8.487860	1	0	1236	90
100	55.617810	8.488310	1	0	1236	90
101	55.618220	8.488570	1	0	1236	90
102	55.617110	8.487290	1	0	1236	90
103	55.617440	8.487860	1	0	1236	90
104	55.617110	8.487290	1	0	1236	90
105	55.617440	8.487860	1	0	1236	90
106	55.616720	8.486390	1	0	1236	90
107	55.617110	8.487290	1	0	1236	90
Exact100
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	56.249020	10.057070	1	0	1236	90
9	55.889240	9.830260	1	0	1236	90
10	55.519250	9.523660	1	0	1236	90
11	56.212160	10.102870	1	0	1236	90
12	56.001150	9.903080	1	0	1236	90
13	55.604790	9.660750	1	0	1236	90
14	56.657040	9.784850	1	0	1236	90
15	56.353930	9.917780	1	0	1236	90
16	57.591370	9.967060	1	0	1236	90
17	57.541290	9.952250	1	0	1236	90
18	57.455150	9.978340	1	0	1236	90
19	57.455150	9.978340	1	0	1236	90
20	57.556330	9.970130	1	0	1236	90
21	57.558750	9.972120	1	0	1236	90
22	56.305840	10.304160	1	0	1236	90
23	56.236680	10.258440	1	0	1236	90
24	56.217880	10.207120	1	0	1236	90
25	56.347610	10.747690	1	0	1236	90
26	56.152090	10.213090	1	0	1236	90
27	56.355530	10.440220	1	0	1236	90
28	56.374950	10.545440	1	0	1236	90
29	56.361400	10.455600	1	0	1236	90
30	56.371280	10.571150	1	0	1236	90
31	56.365760	10.615000	1	0	1236	90
32	56.355530	10.440220	1	0	1236	90
33	55.793430	8.618210	1	0	1236	90
34	56.700950	8.404490	1	0	1236	90
35	56.374190	8.525750	1	0	1236	90
36	55.415060	8.736580	1	0	1236	90
37	56.748530	8.417400	1	0	1236	90
38	56.394890	8.635010	1	0	1236	90
39	56.060370	8.351520	1	0	1236	90
40	56.905460	8.539930	1	0	1236	90
41	56.704230	8.403660	1	0	1236	90
42	56.365220	9.458980	1	0	1236	90
43	56.551260	9.091500	1	0	1236	90
44	56.398270	9.829910	1	0	1236	90
45	56.549240	9.077910	1	0	1236	90
46	56.560870	9.028280	1	0	1236	90
47	56.363140	9.605630	1	0	1236	90
48	56.436300	9.398540	1	0	1236	90
49	56.451650	9.385140	1	0	1236	90
50	56.491500	8.601930	1	0	1236	90
51	56.536780	8.934750	1	0	1236	90
52	55.766760	9.471220	1	0	1236	90
53	56.200550	8.770110	1	0	1236	90
54	55.802980	9.253720	1	0	1236	90
55	55.955610	9.117220	1	0	1236	90
56	55.725180	9.534360	1	0	1236	90
57	56.060280	9.088730	1	0	1236	90
58	55.751480	9.535620	1	0	1236	90
59	55.888960	9.239380	1	0	1236	90
60	55.770790	9.345800	1	0	1236	90
61	56.317640	8.713210	1	0	1236	90
62	55.757240	9.378300	1	0	1236	90
63	56.000940	8.761700	1	0	1236	90
64	56.046250	8.877590	1	0	1236	90
65	55.958970	8.647240	1	0	1236	90
66	56.122700	8.943380	1	0	1236	90
67	55.947310	8.565500	1	0	1236	90
68	55.958540	8.644920	1	0	1236	90
69	56.121870	8.942510	1	0	1236	90
70	55.959510	8.650030	1	0	1236	90
71	55.501530	9.353390	1	0	1236	90
72	55.492980	9.440820	1	0	1236	90
73	55.500370	9.337850	1	0	1236	90
74	55.487580	9.470910	1	0	1236	90
75	55.494900	9.406390	1	0	1236	90
76	55.492080	9.444050	1	0	1236	90
77	55.493480	9.320530	1	0	1236	90
78	55.475720	9.135990	1	0	1236	90
79	55.483450	9.111210	1	0	1236	90
80	54.917700	9.592490	1	0	1236	90
81	54.904690	9.512150	1	0	1236	90
82	54.918630	9.468060	1	0	1236	90
83	54.895750	9.554270	1	0	1236	90
84	54.915340	9.766780	1	0	1236	90
85	54.910110	9.577310	1	0	1236	90
86	54.898530	9.534000	1	0	1236	90
87	54.895560	9.553600	1	0	1236	90
88	54.911630	9.580680	1	0	1236	90
89	56.480070	8.230590	1	0	1236	90
90	56.567020	8.206550	1	0	1236	90
91	56.618680	8.175290	1	0	1236	90
92	56.590990	8.142370	1	0	1236	90
93	56.659380	8.195960	1	0	1236	90
94	56.566390	8.217640	1	0	1236	90
95	56.516530	8.217550	1	0	1236	90
96	56.545140	8.295530	1	0	1236	90
97	56.521600	8.226440	1	0	1236	90
98	56.345690	8.348210	1	0	1236	90
99	55.717650	8.345210	1	0	1236	90
100	55.771720	8.302620	1	0	1236	90
101	55.623940	8.382840	1	0	1236	90
102	55.621980	8.491100	1	0	1236	90
103	55.681680	8.304600	1	0	1236	90
104	55.623390	8.466800	1	0	1236	90
105	55.776610	8.293230	1	0	1236	90
106	55.617440	8.487860	1	0	1236	90
107	55.716760	8.343590	1	0	1236	90
