Random100
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	55.537771	8.901844	1	0	1236	90
9	55.898717	9.242607	1	0	1236	90
10	56.850854	10.070105	1	0	1236	90
11	55.930372	9.363221	1	0	1236	90
12	56.515661	9.407958	1	0	1236	90
13	55.074762	9.027220	1	0	1236	90
14	56.112523	9.326078	1	0	1236	90
15	55.785917	8.382802	1	0	1236	90
16	56.191166	8.817345	1	0	1236	90
17	56.981230	9.423746	1	0	1236	90
18	55.075323	8.848881	1	0	1236	90
19	56.332684	8.621396	1	0	1236	90
20	56.284244	9.772354	1	0	1236	90
21	55.894964	9.049231	1	0	1236	90
22	56.451737	10.005831	1	0	1236	90
23	57.070157	9.220279	1	0	1236	90
24	55.075323	8.848881	1	0	1236	90
25	56.487095	8.846328	1	0	1236	90
26	56.227147	10.130435	1	0	1236	90
27	56.501410	9.022998	1	0	1236	90
28	55.364185	8.835822	1	0	1236	90
29	56.968942	9.300714	1	0	1236	90
30	54.880064	9.437473	1	0	1236	90
31	56.204530	8.878853	1	0	1236	90
32	55.546451	8.946364	1	0	1236	90
33	56.108921	9.030806	1	0	1236	90
34	57.180109	10.048440	1	0	1236	90
35	56.519330	10.278397	1	0	1236	90
36	56.855925	8.471241	1	0	1236	90
37	57.515598	10.314182	1	0	1236	90
38	55.758571	9.955293	1	0	1236	90
39	57.093669	9.989522	1	0	1236	90
40	56.603184	10.204057	1	0	1236	90
41	56.912655	9.992463	1	0	1236	90
42	57.102390	9.508885	1	0	1236	90
43	56.247201	8.173541	1	0	1236	90
44	56.457084	8.345764	1	0	1236	90
45	56.112148	9.820851	1	0	1236	90
46	56.679209	8.716258	1	0	1236	90
47	56.353672	9.214304	1	0	1236	90
48	56.449037	10.399658	1	0	1236	90
49	57.009654	9.572758	1	0	1236	90
50	55.336459	9.138793	1	0	1236	90
51	55.075323	8.848881	1	0	1236	90
52	56.826363	9.255365	1	0	1236	90
53	56.749650	9.593749	1	0	1236	90
54	57.220536	10.478255	1	0	1236	90
55	57.158555	9.870441	1	0	1236	90
56	54.966089	9.128062	1	0	1236	90
57	56.664187	9.866148	1	0	1236	90
58	56.479130	9.992655	1	0	1236	90
59	56.406427	8.814768	1	0	1236	90
60	55.786701	9.026439	1	0	1236	90
61	57.081188	8.919850	1	0	1236	90
62	56.592543	9.467180	1	0	1236	90
63	55.325660	9.443435	1	0	1236	90
64	55.266363	9.412109	1	0	1236	90
65	55.703914	8.902382	1	0	1236	90
66	56.189278	9.163862	1	0	1236	90
67	55.993140	9.959649	1	0	1236	90
68	57.487994	10.038030	1	0	1236	90
69	55.815714	9.549744	1	0	1236	90
70	56.401147	10.836241	1	0	1236	90
71	56.928868	9.699911	1	0	1236	90
72	56.427732	8.943966	1	0	1236	90
73	56.119339	10.014819	1	0	1236	90
74	56.231001	10.178441	1	0	1236	90
75	56.602188	10.096077	1	0	1236	90
76	55.891442	8.623468	1	0	1236	90
77	56.771273	8.632067	1	0	1236	90
78	55.945896	8.718101	1	0	1236	90
79	56.604807	10.001838	1	0	1236	90
80	57.079050	8.864170	1	0	1236	90
81	57.113671	10.082440	1	0	1236	90
82	55.674090	9.315697	1	0	1236	90
83	56.092978	9.206370	1	0	1236	90
84	56.325967	9.221367	1	0	1236	90
85	56.489088	9.086376	1	0	1236	90
86	57.646223	10.400818	1	0	1236	90
87	56.170657	9.689328	1	0	1236	90
88	56.410232	10.067478	1	0	1236	90
89	56.885059	9.746860	1	0	1236	90
90	56.364849	10.461624	1	0	1236	90
91	56.484037	10.346088	1	0	1236	90
92	56.885877	9.008162	1	0	1236	90
93	55.591263	9.614839	1	0	1236	90
94	57.143822	10.266899	1	0	1236	90
95	56.279925	9.406108	1	0	1236	90
96	56.110275	10.026193	1	0	1236	90
97	56.103883	9.575736	1	0	1236	90
98	57.046142	8.852465	1	0	1236	90
99	55.758046	9.283373	1	0	1236	90
100	56.427037	10.224765	1	0	1236	90
101	56.885831	9.972594	1	0	1236	90
102	56.474443	9.896815	1	0	1236	90
103	56.709272	10.212351	1	0	1236	90
104	55.898434	8.520078	1	0	1236	90
105	57.081597	9.914094	1	0	1236	90
106	56.240340	8.764496	1	0	1236	90
107	56.694066	8.649070	1	0	1236	90
Random100
 
VEHICLE
NUMBER     CAPACITY
  8           1


CUSTOMER						
CUST NO,   XCOORD,	YCOORD,      DEMAND  READY TIME DUE DATE SERVICE TIME   
						
0	55.179139	8.749196	0	0	1236	0
1	55.58866602	8.98256114	0	0	1236	0
2	56.11758898	8.77631721	0	0	1236	0
3	55.87980655	9.02069012	0	0	1236	0
4	56.46786022	10.15187434	0	0	1236	0
5	56.78868223	9.6314021	0	0	1236	0
6	55.09213876	9.41740446	0	0	1236	0
7	55.264818	9.402603	0	0	1236	0
8	56.013226	10.208883	1	0	1236	90
9	55.480601	8.606341	1	0	1236	90
10	56.610827	10.210397	1	0	1236	90
11	55.237899	9.583434	1	0	1236	90
12	57.430343	9.847289	1	0	1236	90
13	55.390150	8.981274	1	0	1236	90
14	56.499964	10.752514	1	0	1236	90
15	56.913916	8.422252	1	0	1236	90
16	56.854006	9.906167	1	0	1236	90
17	56.258055	8.738922	1	0	1236	90
18	56.723125	9.744800	1	0	1236	90
19	56.753472	10.086908	1	0	1236	90
20	56.259338	8.623374	1	0	1236	90
21	55.386691	9.144250	1	0	1236	90
22	56.792784	10.157992	1	0	1236	90
23	55.972976	10.236434	1	0	1236	90
24	56.372307	10.721519	1	0	1236	90
25	56.921214	9.507177	1	0	1236	90
26	56.064842	8.627378	1	0	1236	90
27	55.505593	8.489542	1	0	1236	90
28	55.715996	9.440273	1	0	1236	90
29	56.907371	9.173703	1	0	1236	90
30	56.807006	8.850569	1	0	1236	90
31	57.447652	10.371498	1	0	1236	90
32	55.323450	8.974749	1	0	1236	90
33	56.734340	9.445891	1	0	1236	90
34	56.043891	9.538058	1	0	1236	90
35	55.391523	8.875947	1	0	1236	90
36	55.649653	8.365570	1	0	1236	90
37	57.336562	10.434856	1	0	1236	90
38	57.139159	9.639889	1	0	1236	90
39	56.959039	9.613569	1	0	1236	90
40	56.236553	9.615989	1	0	1236	90
41	56.954628	10.199379	1	0	1236	90
42	56.071207	9.028213	1	0	1236	90
43	57.403564	9.960114	1	0	1236	90
44	54.869513	9.390737	1	0	1236	90
45	55.482708	9.303850	1	0	1236	90
46	57.213480	9.844570	1	0	1236	90
47	56.490958	9.880517	1	0	1236	90
48	56.289549	10.644171	1	0	1236	90
49	56.821868	10.106539	1	0	1236	90
50	55.061619	9.372707	1	0	1236	90
51	55.063527	9.053223	1	0	1236	90
52	55.920758	8.987565	1	0	1236	90
53	57.031820	9.166413	1	0	1236	90
54	55.150139	8.951755	1	0	1236	90
55	55.993177	9.145961	1	0	1236	90
56	55.935075	9.187119	1	0	1236	90
57	56.890275	9.855937	1	0	1236	90
58	56.456184	8.831699	1	0	1236	90
59	55.305167	8.760893	1	0	1236	90
60	55.224327	8.731386	1	0	1236	90
61	56.565855	9.424626	1	0	1236	90
62	56.054601	8.911805	1	0	1236	90
63	57.077475	9.309279	1	0	1236	90
64	55.666128	8.196624	1	0	1236	90
65	56.947931	9.564239	1	0	1236	90
66	55.507733	8.502847	1	0	1236	90
67	55.793615	9.896670	1	0	1236	90
68	55.681315	9.441504	1	0	1236	90
69	57.297563	10.026391	1	0	1236	90
70	56.570073	9.737447	1	0	1236	90
71	56.527444	8.821503	1	0	1236	90
72	56.997409	9.223802	1	0	1236	90
73	55.312751	9.056822	1	0	1236	90
74	56.771375	9.754395	1	0	1236	90
75	56.620258	8.940214	1	0	1236	90
76	55.949064	9.851034	1	0	1236	90
77	55.393002	9.120296	1	0	1236	90
78	55.088617	9.179948	1	0	1236	90
79	56.605397	10.039792	1	0	1236	90
80	55.122964	8.820371	1	0	1236	90
81	56.606418	9.364917	1	0	1236	90
82	56.997475	9.964188	1	0	1236	90
83	55.418258	8.832908	1	0	1236	90
84	56.740933	9.267476	1	0	1236	90
85	56.146632	10.021980	1	0	1236	90
86	55.837086	9.657767	1	0	1236	90
87	55.460444	8.597352	1	0	1236	90
88	56.471668	9.834988	1	0	1236	90
89	57.580370	10.402702	1	0	1236	90
90	56.445923	10.455467	1	0	1236	90
91	56.658464	9.347939	1	0	1236	90
92	57.441001	10.148222	1	0	1236	90
93	56.472660	10.799690	1	0	1236	90
94	55.947725	8.766194	1	0	1236	90
95	56.498533	9.460609	1	0	1236	90
96	56.174624	10.104038	1	0	1236	90
97	56.623809	10.245215	1	0	1236	90
98	56.384974	8.447992	1	0	1236	90
99	55.330463	9.576058	1	0	1236	90
100	55.910453	9.549025	1	0	1236	90
101	56.318664	10.624064	1	0	1236	90
102	56.537685	9.889356	1	0	1236	90
103	57.196326	10.089429	1	0	1236	90
104	57.269815	10.177129	1	0	1236	90
105	55.791632	8.909842	1	0	1236	90
106	55.848116	9.229313	1	0	1236	90
107	56.837748	9.996998	1	0	1236	90
